"region","species","year","spawners","smoothedSpawners","runsize","smoothedRunsize"
"Fraser","Sockeye",1905,10150000,809471.593220814,32070000,7497780.29973121
"Fraser","Sockeye",1906,435000,802639.998714101,4595000,6594225.35005941
"Fraser","Sockeye",1907,2e+05,648266.883073222,2005000,5309611.97804605
"Fraser","Sockeye",1908,190000,640007.020111714,2995000,5454110.35593386
"Fraser","Sockeye",1909,4730000,528790.33955573,27850000,5265086.14008619
"Fraser","Sockeye",1910,765000,608942.878631138,5340000,5466626.67484077
"Fraser","Sockeye",1911,165000,580350.074072796,2395000,5715012.71951044
"Fraser","Sockeye",1912,345000,673684.282620132,3830000,6077398.13220895
"Fraser","Sockeye",1913,6450000,727999.462367722,38785000,6602027.62309513
"Fraser","Sockeye",1914,670000,704262.235067617,6485000,6930578.99371356
"Fraser","Sockeye",1915,370000,861814.589666215,2225000,6804177.62293738
"Fraser","Sockeye",1916,130000,675219.399714492,1465000,5351004.98392637
"Fraser","Sockeye",1917,615000,375209.446050244,7795000,3582807.18534394
"Fraser","Sockeye",1918,85000,223928.723948666,925000,2201817.78617074
"Fraser","Sockeye",1919,240000,200961.186545297,1525000,2003393.83467788
"Fraser","Sockeye",1920,2e+05,223812.245342149,1415000,1986076.79286611
"Fraser","Sockeye",1921,215000,172097.548343825,1910000,1397334.39461253
"Fraser","Sockeye",1922,420000,256585.591195579,1530000,1584666.1211191
"Fraser","Sockeye",1923,305000,272429.675412733,1190000,1489385.26459939
"Fraser","Sockeye",1924,265000,292286.247197412,1515000,1515029.5406965
"Fraser","Sockeye",1925,180000,279586.948102055,2070000,1545807.27005932
"Fraser","Sockeye",1926,630000,309413.81983482,2350000,1720875.50593926
"Fraser","Sockeye",1927,620000,369455.952502214,2600000,2092213.73703543
"Fraser","Sockeye",1928,130000,309198.260476468,1194000,1971305.67852491
"Fraser","Sockeye",1929,3e+05,351317.049679664,2581000,2083091.69574393
"Fraser","Sockeye",1930,2625000,501933.769184818,7594000,2792923.69076939
"Fraser","Sockeye",1931,220000,387395.138365707,1935000,2594095.5901137
"Fraser","Sockeye",1932,245000,453899.647336071,2127000,2996931.14993704
"Fraser","Sockeye",1933,345000,470039.44513657,2982000,3107110.32667256
"Fraser","Sockeye",1934,1390000,400964.273822638,6727000,3014354.89827845
"Fraser","Sockeye",1935,295000,431474.874361527,2228000,3122503.52501453
"Fraser","Sockeye",1936,590000,537498.170274588,3635000,3570155.795834
"Fraser","Sockeye",1937,680000,636868.022176853,3308000,3663967.67794378
"Fraser","Sockeye",1938,888595,569471.12712822,4388595,3292893.25870653
"Fraser","Sockeye",1939,157769,486991.775929752,1615769,3038740.9220791
"Fraser","Sockeye",1940,552541,479070.856084189,2739541,2831307.38581796
"Fraser","Sockeye",1941,541607,452578.158609201,4844607,3114657.41204945
"Fraser","Sockeye",1942,2884594,607489.530824598,11649594,3975635.92158813
"Fraser","Sockeye",1943,242724,676568.162879666,966724,3496531.246979
"Fraser","Sockeye",1944,315961,588340.576188931,1889961,3186626.57303267
"Fraser","Sockeye",1945,554383,591779.900277129,2367383,2664303.32439693
"Fraser","Sockeye",1946,2916311,593399.936285477,11127946,2633963.31255078
"Fraser","Sockeye",1947,650116,759131.523264626,1324646,2849765.03882329
"Fraser","Sockeye",1948,1015790,1016505.27585261,3067837,3216650.77940752
"Fraser","Sockeye",1949,1087887,1203103.82290902,3559240,3561853.8923476
"Fraser","Sockeye",1950,1791496,1065120.16953048,4350644,2816506.35438556
"Fraser","Sockeye",1951,606262,1046684.95617835,3408262,3567130.68105053
"Fraser","Sockeye",1952,846574,1000071.91390138,3125241,3583701.49569498
"Fraser","Sockeye",1953,1295154,1044637.5592593,5364805,3970827.26000706
"Fraser","Sockeye",1954,2447802,1129420.70987189,12001679,5117444.12254872
"Fraser","Sockeye",1955,383266,1007084.08913066,2679569,4818768.94087821
"Fraser","Sockeye",1956,873031,1014861.8317384,2838504,4704219.76011542
"Fraser","Sockeye",1957,1661577,1080081.89021732,4856513,4588600.57861922
"Fraser","Sockeye",1958,2861090,1123040.6922525,17653721,5053343.47864758
"Fraser","Sockeye",1959,949405,1408910.14456415,4617322,5789754.14954204
"Fraser","Sockeye",1960,628067,1297559.77640557,3412082,6062372.38807388
"Fraser","Sockeye",1961,1250087,1208460.10100401,4615081,5985580.87132693
"Fraser","Sockeye",1962,1624004,1048929.28403211,3449790,3979654.8070649
"Fraser","Sockeye",1963,1601559,1195416.00648854,3936455,3824055.48945059
"Fraser","Sockeye",1964,426597,1085230.57996878,1674032,3200444.20132571
"Fraser","Sockeye",1965,852269,986123.109817568,3095841,2896410.34439139
"Fraser","Sockeye",1966,1919286,1028180.31946259,5307168,3225727.18239402
"Fraser","Sockeye",1967,1353640,985846.607051825,6491766,3655459.90989971
"Fraser","Sockeye",1968,626706,1085352.62053282,2894618,4191784.04925392
"Fraser","Sockeye",1969,1001140,1129927.0079279,4763179,4668511.83775098
"Fraser","Sockeye",1970,1943221,1133433.42109949,5986703,4811269.49440487
"Fraser","Sockeye",1971,759846,981073.659316844,7611882,5006589.46661194
"Fraser","Sockeye",1972,830128,1052499.54723402,3658391,5308437.35525363
"Fraser","Sockeye",1973,1181093,1096905.56035241,6686591,5778214.51332674
"Fraser","Sockeye",1974,1757489,1069699.62393326,8501963,6307779.96000808
"Fraser","Sockeye",1975,990729,1143060.36552827,3635378,5243737.18799255
"Fraser","Sockeye",1976,823453,1140755.58745424,4307980,5462441.59683182
"Fraser","Sockeye",1977,1113453,1124060.15436064,6185895,5357180.172224
"Fraser","Sockeye",1978,2514318,1229338.40766938,9499764,5507882.33950943
"Fraser","Sockeye",1979,1407828,1342208.95094354,6612257,6396386.40650458
"Fraser","Sockeye",1980,848320,1352229.33489188,3246521,5959650.9759758
"Fraser","Sockeye",1981,1451249,1444833.70364801,8154973,6385954.53261775
"Fraser","Sockeye",1982,4023350,1625023.95037927,14069680,7044800.07834928
"Fraser","Sockeye",1983,975901,1482770.05816458,5353049,6682385.81372959
"Fraser","Sockeye",1984,931671,1517922.24445925,6064020,7812088.38870258
"Fraser","Sockeye",1985,2141613,1673012.90282618,13777173,8906386.63687625
"Fraser","Sockeye",1986,3717444,1640262.8379197,16894301,9323211.71245902
"Fraser","Sockeye",1987,1914743,1941286.46635473,7698932,10209932.3034709
"Fraser","Sockeye",1988,1418275,2156324.38415941,3980429,9189992.91979459
"Fraser","Sockeye",1989,3111718,2367439.57557644,18792065,9931589.83454155
"Fraser","Sockeye",1990,6084832,2677811.13058779,22001370,10609530.1069898
"Fraser","Sockeye",1991,3331509,3075477.59322001,11606694,11756164.7133522
"Fraser","Sockeye",1992,1120656,2899616.32194007,6445986,13261893.3546122
"Fraser","Sockeye",1993,6228096,3448889.67453358,24273001,14138156.124187
"Fraser","Sockeye",1994,3103636,2914639.52109918,17305645,13314574.4262044
"Fraser","Sockeye",1995,1757009,2483808.44028859,3976537,10186533.3893232
"Fraser","Sockeye",1996,2056236,2890801.40763734,4662914,9394386.52739202
"Fraser","Sockeye",1997,4262269,2629297.00615445,16557244,8537575.72737889
"Fraser","Sockeye",1998,4427679,2873531.64059912,10869581,7600476.52650784
"Fraser","Sockeye",1999,1867769,2917784.93563672,3644642,7436666.12698899
"Fraser","Sockeye",2000,2354260,3018204.37300479,5225193,7651375.51258714
"Fraser","Sockeye",2001,5278817,3183996.50073006,7206916,6214838.81677252
"Fraser","Sockeye",2002,10131025,3915992.90682065,15391037,6779437.15673302
"Fraser","Sockeye",2003,1987715,3977403.34334989,4861713,7285800.07328614
"Fraser","Sockeye",2004,525309,2733630.05383746,4257331,6922070.52893387
"Fraser","Sockeye",2005,3360632,2441804.15593568,6958782,6861703.73582778
"Fraser","Sockeye",2006,4662857,2011224.29312743,13038063,6582915.20702129
"Fraser","Sockeye",2007,888896,1644692.51518655,1579386,4969846.81954205
"Fraser","Sockeye",2008,817020,1836704.02128604,1719263,3961815.33285013
"Fraser","Sockeye",2009,1103321,1390302.83706028,1669612,2772776.15413023
"Fraser","Sockeye",2010,13142562,1801425.86161024,28215074,3363038.50677477
"Fraser","Sockeye",2011,2586342,2352746.53563801,5128780,4514537.72112034
"Fraser","Sockeye",2012,925467,2427209.17353318,2065952,4726697.00356712
"Fraser","Sockeye",2013,2572096,2999186.87378923,4328793,5997849.69772292
"Fraser","Sockeye",2014,5890523,2453985.44309177,18892957,5425631.12772887
"Fraser","Sockeye",2015,1192968,2022356.39727972,2011990,4293912.60873408
"Fraser","Sockeye",2016,487032,1722490.49521342,836117,3424837.01566694
"Fraser","Sockeye",2017,955791,1344855.97100718,1296257,2533500.43563632
"Fraser","Sockeye",2018,4102178,1228544.62698756,11032787,2214712.24959412
"Fraser","Sockeye",2019,304568,873282.603627468,581128,1623599.11122132
"Fraser","Sockeye",2020,273843,756207.268266473,396164,1347040.93909732
"Fraser","Sockeye",2021,1905754,898600.844689328,2459134,1580896.96057675
"Fraser","Sockeye",2022,3509983,864250.123967256,6650960,1393007.13245535
"Fraser","Sockeye",2023,NA,1223557.8436962,1667017,1812885.58515664
"Fraser","Steelhead",1972,960,960.01,NA,NA
"Fraser","Steelhead",1973,1435,1173.72226276066,NA,NA
"Fraser","Steelhead",1974,677,977.031552922647,NA,NA
"Fraser","Steelhead",1975,581,857.98035464024,NA,NA
"Fraser","Steelhead",1976,1022,888.531653842374,NA,NA
"Fraser","Steelhead",1977,494,777.973673474377,NA,NA
"Fraser","Steelhead",1978,2818,890.394402762137,NA,NA
"Fraser","Steelhead",1979,2381,1145.02679131611,NA,NA
"Fraser","Steelhead",1980,1845,1442.70877007517,NA,NA
"Fraser","Steelhead",1981,1833,1621.51365260099,NA,NA
"Fraser","Steelhead",1982,2126,2171.13346871866,NA,NA
"Fraser","Steelhead",1983,4388,2372.2012910414,NA,NA
"Fraser","Steelhead",1984,2253,2346.12916289181,NA,NA
"Fraser","Steelhead",1985,6659,3032.73250762588,NA,NA
"Fraser","Steelhead",1986,4322,3600.29670569845,NA,NA
"Fraser","Steelhead",1987,4008,4087.0597964176,NA,NA
"Fraser","Steelhead",1988,3842,3979.87258322189,NA,NA
"Fraser","Steelhead",1989,2280,3989.36611679211,NA,NA
"Fraser","Steelhead",1990,1603,3000.6076186819,NA,NA
"Fraser","Steelhead",1991,1666,2479.74814995047,NA,NA
"Fraser","Steelhead",1992,1442,2021.22876413948,NA,NA
"Fraser","Steelhead",1993,4506,2086.71050367989,NA,NA
"Fraser","Steelhead",1994,3577,2283.38362697203,NA,NA
"Fraser","Steelhead",1995,3420,2657.03399819054,NA,NA
"Fraser","Steelhead",1996,1538,2614.88998994886,NA,NA
"Fraser","Steelhead",1997,4373,3264.4939059725,NA,NA
"Fraser","Steelhead",1998,2142,2813.33682412474,NA,NA
"Fraser","Steelhead",1999,3264,2762.28188956659,NA,NA
"Fraser","Steelhead",2000,2239,2537.89545228764,NA,NA
"Fraser","Steelhead",2001,3068,2913.75646303009,NA,NA
"Fraser","Steelhead",2002,4274,2900.4425156835,NA,NA
"Fraser","Steelhead",2003,2397,2966.42882741467,NA,NA
"Fraser","Steelhead",2004,1204,2430.0189232243,NA,NA
"Fraser","Steelhead",2005,2824,2545.49175681883,NA,NA
"Fraser","Steelhead",2006,2212,2384.28275705914,NA,NA
"Fraser","Steelhead",2007,1114,1822.08431278095,NA,NA
"Fraser","Steelhead",2008,1318,1616.65831746843,NA,NA
"Fraser","Steelhead",2009,1040,1570.0002632161,NA,NA
"Fraser","Steelhead",2010,734,1199.13167365415,NA,NA
"Fraser","Steelhead",2011,894,1000.40978899078,NA,NA
"Fraser","Steelhead",2012,1307,1032.89433821456,NA,NA
"Fraser","Steelhead",2013,1464,1054.82633619012,NA,NA
"Fraser","Steelhead",2014,2255,1231.41136026606,NA,NA
"Fraser","Steelhead",2015,1268,1373.68544348897,NA,NA
"Fraser","Steelhead",2016,494,1220.01724335372,NA,NA
"Fraser","Steelhead",2017,427,975.433790137214,NA,NA
"Fraser","Steelhead",2018,227,671.88970250166,NA,NA
"Fraser","Steelhead",2019,360,465.512345976769,NA,NA
"Fraser","Steelhead",2020,295,347.755506339729,NA,NA
"Fraser","Steelhead",2021,222,296.347572854766,NA,NA
"Columbia","Chinook",2006,34,34.01,NA,NA
"Columbia","Chinook",2007,7,15.4405343171796,NA,NA
"Columbia","Chinook",2008,14,14.9481550890191,NA,NA
"Columbia","Chinook",2009,6,11.9030789535115,NA,NA
"Columbia","Chinook",2010,5,10.0114042160438,NA,NA
"Columbia","Chinook",2011,21,9.09198856217069,NA,NA
"Columbia","Chinook",2012,11,9.95113781517776,NA,NA
"Columbia","Chinook",2013,40,12.2749243462206,NA,NA
"Columbia","Chinook",2014,50,18.752332745998,NA,NA
"Columbia","Chinook",2015,61,30.9149081455042,NA,NA
"Columbia","Chinook",2016,40,35.1654727492533,NA,NA
"Columbia","Chinook",2017,54,48.3341217741256,NA,NA
"Columbia","Chinook",2018,10,36.6359060924679,NA,NA
"Columbia","Chinook",2019,15,28.7986218141647,NA,NA
"Columbia","Chinook",2020,79,30.3268925151214,NA,NA
"Columbia","Chinook",2021,73,34.2035096338426,NA,NA
"Columbia","Chinook",2022,23,28.8376030672724,NA,NA
"Columbia","Sockeye",1961,3173,3173.01,NA,NA
"Columbia","Sockeye",1962,5431,4151.22259582644,NA,NA
"Columbia","Sockeye",1963,26238,7675.28149061135,NA,NA
"Columbia","Sockeye",1964,23252,10125.9518839552,NA,NA
"Columbia","Sockeye",1965,17879,15601.0513392778,NA,NA
"Columbia","Sockeye",1966,73659,29939.1995394278,NA,NA
"Columbia","Sockeye",1967,26964,30144.187421437,NA,NA
"Columbia","Sockeye",1968,45523,35657.1147449697,NA,NA
"Columbia","Sockeye",1969,10711,31370.2469821258,NA,NA
"Columbia","Sockeye",1970,29342,24922.0598011149,NA,NA
"Columbia","Sockeye",1971,36091,26806.3431589991,NA,NA
"Columbia","Sockeye",1972,21564,22238.844159289,NA,NA
"Columbia","Sockeye",1973,12133,22942.81716579,NA,NA
"Columbia","Sockeye",1974,7110,16096.8846486484,NA,NA
"Columbia","Sockeye",1975,12739,12407.2631247151,NA,NA
"Columbia","Sockeye",1976,16429,11591.6820392795,NA,NA
"Columbia","Sockeye",1977,13176,11833.14809751,NA,NA
"Columbia","Sockeye",1978,4750,10698.0932239124,NA,NA
"Columbia","Sockeye",1979,15009,11145.7800932431,NA,NA
"Columbia","Sockeye",1980,15807,11038.7539626408,NA,NA
"Columbia","Sockeye",1981,16938,11754.1078416828,NA,NA
"Columbia","Sockeye",1982,11703,14726.191169544,NA,NA
"Columbia","Sockeye",1983,16761,15138.3125851706,NA,NA
"Columbia","Sockeye",1984,53721,20554.2237016419,NA,NA
"Columbia","Sockeye",1985,31946,24087.3841246245,NA,NA
"Columbia","Sockeye",1986,15472,25828.6631735131,NA,NA
"Columbia","Sockeye",1987,21090,27355.5895523608,NA,NA
"Columbia","Sockeye",1988,20653,21540.504734791,NA,NA
"Columbia","Sockeye",1989,17947,18648.7508092092,NA,NA
"Columbia","Sockeye",1990,6261,14873.8761455174,NA,NA
"Columbia","Sockeye",1991,19738,14629.544542086,NA,NA
"Columbia","Sockeye",1992,33184,16470.894412069,NA,NA
"Columbia","Sockeye",1993,17151,16285.143206148,NA,NA
"Columbia","Sockeye",1994,1977,12207.6677026592,NA,NA
"Columbia","Sockeye",1995,4581,8473.194348943,NA,NA
"Columbia","Sockeye",1996,17035,7172.16958278018,NA,NA
"Columbia","Sockeye",1997,11996,6558.99544734563,NA,NA
"Columbia","Sockeye",1998,3708,7675.74144301272,NA,NA
"Columbia","Sockeye",1999,5648,8088.23742887553,NA,NA
"Columbia","Sockeye",2000,29243,9258.14144045431,NA,NA
"Columbia","Sockeye",2001,41922,12658.2926183154,NA,NA
"Columbia","Sockeye",2002,4898,13570.4679478557,NA,NA
"Columbia","Sockeye",2003,17753,18069.2014088793,NA,NA
"Columbia","Sockeye",2004,41571,19730.1816930382,NA,NA
"Columbia","Sockeye",2005,31536,18374.7841668488,NA,NA
"Columbia","Sockeye",2006,20819,26383.4963620148,NA,NA
"Columbia","Sockeye",2007,13504,24639.3948008771,NA,NA
"Columbia","Sockeye",2008,127602,32613.4521259968,NA,NA
"Columbia","Sockeye",2009,64141,38947.4504633243,NA,NA
"Columbia","Sockeye",2010,209974,69407.3400203901,NA,NA
"Columbia","Sockeye",2011,77650,107479.365026822,NA,NA
"Columbia","Sockeye",2012,94071,99592.0483710964,NA,NA
"Columbia","Sockeye",2013,36557,86533.3233250472,NA,NA
"Columbia","Sockeye",2014,146701,79113.4408585069,NA,NA
"Columbia","Sockeye",2015,10443,47909.4646554962,NA,NA
"Columbia","Sockeye",2016,55190,41929.7704211422,NA,NA
"Columbia","Sockeye",2017,10040,30353.8199692266,NA,NA
"Columbia","Sockeye",2018,31001,20580.1738347196,NA,NA
"Columbia","Sockeye",2019,13108,21783.4571808824,NA,NA
"Columbia","Sockeye",2020,48138,21051.5327159277,NA,NA
"Columbia","Sockeye",2021,15499,23465.3034395888,NA,NA
"Columbia","Sockeye",2022,113393,32451.0523297099,NA,NA
"Columbia","Steelhead",2006,99,99.01,NA,NA
"Columbia","Steelhead",2007,92,95.4458490454143,NA,NA
"Columbia","Steelhead",2008,78,89.2390194611328,NA,NA
"Columbia","Steelhead",2009,384,128.529176734442,NA,NA
"Columbia","Steelhead",2010,265,148.543561715861,NA,NA
"Columbia","Steelhead",2011,136,158.282240478489,NA,NA
"Columbia","Steelhead",2012,115,165.505451596976,NA,NA
"Columbia","Steelhead",2013,2,79.6198691493812,NA,NA
"Columbia","Steelhead",2014,16,42.1726818017412,NA,NA
"Columbia","Steelhead",2015,26,26.509823553127,NA,NA
"Columbia","Steelhead",2016,15,17.0595985657688,NA,NA
"Columbia","Steelhead",2017,10,10.4690796083094,NA,NA
"Columbia","Steelhead",2018,0,3.62467682239918,NA,NA
"Columbia","Steelhead",2019,23,3.8973943220791,NA,NA
"Columbia","Steelhead",2020,5,2.80358561415317,NA,NA
"Columbia","Steelhead",2021,9,2.5315274598176,NA,NA
