"region","species","year","spawners","smoothedSpawners","runsize","smoothedRunsize","spawners_short_trend","spawners_short_trend_lwr","spawners_short_trend_upr","spawners_long_trend","spawners_long_trend_lwr","spawners_long_trend_upr","runsize_short_trend","runsize_short_trend_lwr","runsize_short_trend_upr","runsize_long_trend","runsize_long_trend_lwr","runsize_long_trend_upr"
"Fraser","Coho",1986,67502,68717.3146342267,196882,210080.283962208,NA,NA,NA,49782.7158963255,39811.0370623913,62252.0533220542,NA,NA,NA,159665.276579165,117162.297252536,217587.066342277
"Fraser","Coho",1987,79106,71179.0200595201,170933,199524.144290563,NA,NA,NA,48979.9826865787,39525.4325279838,60696.07719736,NA,NA,NA,151450.684960389,112536.891423889,203820.362236361
"Fraser","Coho",1988,94973,73146.8585634949,329729,210424.04565729,NA,NA,NA,48190.1933388616,39234.5864280208,59189.9888711025,NA,NA,NA,143658.724466609,108066.282984106,190973.803720153
"Fraser","Coho",1989,69741,77117.6265748416,196551,216105.64095293,NA,NA,NA,47413.1391368011,38937.6673349404,57733.4472419315,NA,NA,NA,136267.651221061,103742.969934058,178989.215183521
"Fraser","Coho",1990,47731,70717.1312891722,181179,211661.351693101,NA,NA,NA,46648.6147295205,38633.7229977562,56326.2633608886,NA,NA,NA,129256.840043994,99559.5266520298,167812.476213876
"Fraser","Coho",1991,32690,56699.0821006587,101353,185735.210753953,NA,NA,NA,45896.4180773721,38321.6655812372,54968.4143521227,NA,NA,NA,122606.726897017,95508.5917153391,157393.269133351
"Fraser","Coho",1992,52483,48885.5675089987,283155,178797.324515389,NA,NA,NA,45156.3503985444,38000.257942181,53660.0563190568,NA,NA,NA,116298.754288619,91582.8649703246,147684.834422543
"Fraser","Coho",1993,35940,41419.3378240707,288698,196835.37113828,NA,NA,NA,44428.2161165304,37668.1030349732,52401.5341432109,NA,NA,NA,110315.319488507,87775.119209754,138643.727555303
"Fraser","Coho",1994,37543,39006.3459037531,66252,153065.014706689,NA,NA,NA,43711.8228084429,37323.6396569132,51193.3849646091,NA,NA,NA,104639.725406261,84078.233689886,130229.56896887
"Fraser","Coho",1995,29018,37861.5518700201,66191,137599.395766378,NA,NA,NA,43006.9811541631,36965.1491324394,50036.3307440682,NA,NA,NA,99256.1339972235,80485.2585715772,122404.777109753
"Fraser","Coho",1996,12514,26457.1373305237,75828,98984.6561827604,NA,NA,NA,42313.5048863094,36590.7790161618,48931.2538268977,NA,NA,NA,94149.522065597,76989.5205194607,115134.273409843
"Fraser","Coho",1997,21916,23379.6860862129,36826,59155.563820412,NA,NA,NA,41631.2107410129,36198.5910188251,47879.1483033496,NA,NA,NA,89305.6393414263,73584.7789093689,108385.148890696
"Fraser","Coho",1998,28197,21764.9246512703,30335,48661.0940495661,NA,NA,NA,40959.9184094861,35786.6402975508,46881.0400239382,NA,NA,NA,84710.968714468,70265.4375703429,102126.286673441
"Fraser","Coho",1999,24616,20887.895034255,27058,38909.5385424624,NA,NA,NA,40299.4504903736,35353.0908067292,45937.8705727463,NA,NA,NA,80352.6885139814,67026.8067457989,96327.9449655359
"Fraser","Coho",2000,23513,24455.2782823271,24423,29312.2031807845,NA,NA,NA,39649.6324428701,34896.3653726845,45050.3465350941,NA,NA,NA,76218.6367291793,63865.3930357231,90961.3220669477
"Fraser","Coho",2001,62979,31840.5964130755,67792,34143.2158274345,NA,NA,NA,39010.292540595,34415.3191909659,44218.7653602317,NA,NA,NA,72297.2770704965,60779.1735406319,85998.1465248761
"Fraser","Coho",2002,57570,38060.9396219605,62454,40898.6026298289,NA,NA,NA,38381.2618262102,33909.4132996036,43442.8412652402,NA,NA,NA,68577.666776964,57767.791235977,81410.3548006767
"Fraser","Coho",2003,22500,37215.2352372413,25862,40438.9690753677,NA,NA,NA,37762.3740667708,33378.8547951581,42721.5644128564,NA,NA,NA,65049.4260798585,54832.6030883816,77169.9243696048
"Fraser","Coho",2004,42025,43029.9327889523,48390,47977.675924617,NA,NA,NA,37153.4657097939,32824.6692349678,42053.1279193614,NA,NA,NA,61702.7092374097,51976.5310405428,73248.9115956316
"Fraser","Coho",2005,14503,29808.234008218,16668,33784.3460585938,NA,NA,NA,36554.3758400377,32248.681833193,41434.9460845057,NA,NA,NA,58528.1770597383,49203.7096647773,69619.7000850989
"Fraser","Coho",2006,9940,19214.7118522447,10972,21872.4273943866,NA,NA,NA,35964.9461369761,31653.4056857449,40863.7656079489,NA,NA,NA,55516.9708473548,46518.9790250041,66255.410515553
"Fraser","Coho",2007,60220,24576.6907138433,67835,27835.2347354181,NA,NA,NA,35385.0208329604,31041.8588711148,40335.847944794,NA,NA,NA,52660.6876704904,43927.3134585493,63130.3807947584
"Fraser","Coho",2008,17339,19697.1105333181,19222,22098.1369043064,NA,NA,NA,34814.4466720537,30417.347704543,39847.1855223671,NA,NA,NA,49951.3569202789,41433.2878551573,60220.6145671956
"Fraser","Coho",2009,23197,22151.1352011068,26260,24757.5943912829,NA,NA,NA,34253.0728695312,29783.2552518268,39393.7127115564,NA,NA,NA,47381.4180663521,39040.660797415,57504.1183249409
"Fraser","Coho",2010,40729,31515.5757808517,45543,35338.0293754969,NA,NA,NA,33700.751072032,29142.8643991716,38971.4822559223,NA,NA,NA,44943.6995587806,36752.1130589532,54961.0882723887
"Fraser","Coho",2011,28419,26121.1489925871,32575,29417.109257903,NA,NA,NA,33157.3353183542,28499.2299385937,38576.7926987022,NA,NA,NA,42631.3988154862,34569.1396466079,52573.9484275356
"Fraser","Coho",2012,57560,35258.7098718726,65036,39896.8645296249,30547.7434566729,22860.3393776988,40820.2439551287,32622.6820008818,27855.1007350763,38206.2657411438,36198.8248295388,27351.945408716,47907.1926862676,40438.063239277,32492.0666391093,50327.268397742
"Fraser","Coho",2013,58645,44459.6644893585,70022,50982.8004858958,31921.3576370019,24864.0717648369,40981.745991838,32096.6498276341,27212.8844789457,37856.881028353,37827.4190401821,29710.4421088432,48161.977058417,38357.5722115352,30520.153402765,48207.5999601576
"Fraser","Coho",2014,19601,37030.5216591667,28741,45440.5690569492,33356.7379480788,26941.6705541635,41299.293757597,31579.0997849262,26574.6440272054,37525.9793585727,39529.2841129441,32154.902405847,48594.9011058953,36384.1200123076,28651.7424071614,46203.2699532829
"Fraser","Coho",2015,12849,30365.1206247201,15645,37828.2789832276,34856.6617745305,29017.6260068903,41870.650265308,31069.8951006325,25942.1144300056,37211.245219386,41307.7165222936,34598.5100260906,49317.9458595018,34512.1996191379,26884.4268666529,44304.1590010103
"Fraser","Coho",2016,65609,31375.1395865534,70805,38640.6219517734,36424.0313892562,30960.5705886096,42851.6024550794,30568.901208042,25316.7316642719,36910.6776284942,43166.1610519129,36890.4075371428,50509.5385049247,32736.5873394304,25215.2159886256,42501.4860517388
"Fraser","Coho",2017,24794,25299.6546825165,27550,30603.134079714,38061.8795691714,32598.3592547327,44441.0918051889,30075.9857102964,24699.6665413569,36622.5558118916,45108.2174671664,38832.9995805322,52397.4790782126,31052.3282334597,23640.6859987649,40787.6103412943
"Fraser","Coho",2018,33980,29030.2553909447,40195,33280.0089069003,39773.3754634701,33807.5262846183,46791.9889328877,29591.018345402,24091.8594910384,36345.4040168062,47137.6474877653,40284.4956278265,55156.6496254209,29454.7222873505,22157.111346641,39155.8561696927
"Fraser","Coho",2019,43984,39487.2732497922,56174,45811.3752468496,41561.83072576,34599.5743356877,49925.0585142321,29113.8709518056,23494.0536687724,36077.958012202,49258.3820741345,41257.8270972969,58810.3730921007,27939.3112974409,20760.5745907369,37600.3617994083
"Fraser","Coho",2020,72813,40529.2456071195,84891,47937.2103802325,43430.7059219364,35078.243343365,53771.9690924744,28644.4174345253,22906.8250613596,35819.13460139,51474.5290415943,41871.7033425205,63279.6597353434,26501.8664294297,19447.0558588382,36115.9513985833
"Fraser","Coho",2021,87639,55572.0212096875,96839,65637.9339396053,45383.617226193,35350.0477170161,58265.0617340514,28182.5337318275,22330.6090636403,35568.0046738555,53790.3810171073,42248.0846373306,68486.0654584316,25138.3764175914,18212.5039897901,34698.0277542714
"Fraser","Coho",2022,72806,67234.491552265,85730,79322.2611786376,47424.3434181272,35489.9073589707,63372.0546489951,27728.0977824417,21765.7234781794,35323.7698440595,56210.4237539995,42472.7722283845,74391.4647627506,23845.0363711275,17052.8919206249,33342.4830337843
"Fraser","Pink",1959,1078000,1078000,6460055,6460055,NA,NA,NA,1482049.89014729,1011637.83538128,2171203.76489058,NA,NA,NA,6551963.82879408,4253014.2311026,10093601.3098401
"Fraser","Pink",1961,1092561,1092561,1889246,1889246,NA,NA,NA,1589776.581391,1104299.34680788,2288681.58443181,NA,NA,NA,6701033.64352595,4436646.69435249,10121124.1248545
"Fraser","Pink",1963,1954038,1954038,5482350,5482350,NA,NA,NA,1705333.6703045,1205047.82825394,2413317.42930736,NA,NA,NA,6853495.08407335,4626468.12509323,10152538.3072797
"Fraser","Pink",1965,1194099,1194099,2319887,2319887,NA,NA,NA,1829290.3299215,1314483.13701528,2545717.79349149,NA,NA,NA,7009425.31646545,4822315.42229728,10188475.652159
"Fraser","Pink",1967,1831219,1831219,12962791,12962791,NA,NA,NA,1962257.10511351,1433218.27622133,2686578.17894994,NA,NA,NA,7168903.26240745,5023920.61696908,10229694.6755424
"Fraser","Pink",1969,1530913,1530913,3931461,3931461,NA,NA,NA,2104888.91981062,1561868.67731606,2836702.87335234,NA,NA,NA,7332009.63922552,5230884.57390609,10277107.9327321
"Fraser","Pink",1971,1804952,1804952,9763328,9763328,NA,NA,NA,2257888.30280994,1701037.4662771,2997029.57109085,NA,NA,NA,7498827.00072075,5442645.96408488,10331814.1135409
"Fraser","Pink",1973,1754261,1754261,6803984,6803984,NA,NA,NA,2422008.84806056,1851295.97379507,3168659.6541656,NA,NA,NA,7669439.77895238,5658445.94076491,10395134.4836964
"Fraser","Pink",1975,1367089,1367089,4893955,4893955,NA,NA,NA,2598058.92646826,2013159.02336367,3352894.68296616,NA,NA,NA,7843934.32697189,5877290.19000784,10468652.0040226
"Fraser","Pink",1977,2387811,2387811,8209485,8209485,NA,NA,NA,2786905.6675026,2187055.2193442,3551278.96674098,NA,NA,NA,8022398.96252922,6097912.11795913,10554249.3674917
"Fraser","Pink",1979,3560654,3560654,14404120,14404120,NA,NA,NA,2989479.23021753,2373293.789198,3765646.7600339,NA,NA,NA,8204924.0127735,6318744.0789992,10654139.05259
"Fraser","Pink",1981,4488336,4488336,18684689,18684689,NA,NA,NA,3206777.38472239,2572031.69423237,3998170.48064648,NA,NA,NA,8391601.85997069,6537907.57956428,10770874.460871
"Fraser","Pink",1983,4631721,4631721,15346097,15346097,NA,NA,NA,3439870.42666916,2783247.61697121,4251403.46123773,NA,NA,NA,8582526.98826152,6753237.28663012,10907327.3124975
"Fraser","Pink",1985,6460950,6460950,19038024,19038024,NA,NA,NA,3689906.44896213,3006732.30078213,4528307.89044658,NA,NA,NA,8777796.03148316,6962354.97380185,11066615.1697588
"Fraser","Pink",1987,3223521,3223521,7171773,7171773,NA,NA,NA,3958116.99665566,3242105.79798225,4832257.53118998,NA,NA,NA,8977507.82207894,7162804.42549481,11251968.0711401
"Fraser","Pink",1989,7189201,7189201,16484275,16484275,NA,NA,NA,4245823.13289297,3488869.02502548,5167007.97493464,NA,NA,NA,9181763.44112093,7352243.45979481,11466538.1185646
"Fraser","Pink",1991,12942835,12942835,22173639,22173639,NA,NA,NA,4554441.94576379,3746488.13704612,5536636.09187008,NA,NA,NA,9390666.2694706,7528665.9543601,11713179.1368034
"Fraser","Pink",1993,10768335,10768335,16983498,16983498,NA,NA,NA,4885493.52812984,4014497.66246877,5945462.92467402,NA,NA,NA,9604322.04010332,7690604.79045538,11994245.4934747
"Fraser","Pink",1995,7174584,7174584,12903708,12903708,NA,NA,NA,5240608.46479753,4292598.50151748,6397984.12816822,NA,NA,NA,9822838.89162366,7837261.21750695,12311464.5809251
"Fraser","Pink",1997,2842108,2842108,8175964,8175964,NA,NA,NA,5621535.86391519,4580726.82758481,6898832.14143698,NA,NA,NA,10046327.422998,7968526.20533423,12665917.3966849
"Fraser","Pink",1999,3444982,3444982,3608265,3608265,NA,NA,NA,6030151.97215381,4879080.9026847,7452783.32795466,NA,NA,NA,10274900.7495327,8084896.55238745,13058124.4581999
"Fraser","Pink",2001,19813620,19813620,21261774,21261774,NA,NA,NA,6468469.41610458,5188108.29546684,8064807.86525588,NA,NA,NA,10508674.5601251,8187321.58702014,13488201.2190282
"Fraser","Pink",2003,22181030,22181030,24250000,24250000,NA,NA,NA,6938647.11541189,5508467.13969153,8740149.04170051,NA,NA,NA,10747767.1758186,8277028.53785591,13956034.9148592
"Fraser","Pink",2005,8809624,8809624,9870000,9870000,NA,NA,NA,7443000.91646831,5840977.75240916,9484415.96438177,NA,NA,NA,10992299.6096882,8355365.6839104,14461443.7333161
"Fraser","Pink",2007,7650052,7650052,8490000,8490000,NA,NA,NA,7984014.9990478,6186577.09194202,10303677.551848,NA,NA,NA,11242395.6280899,8423683.67490749,15004297.92194
"Fraser","Pink",2009,15428836,15428836,19936153,19936153,NA,NA,NA,8564354.11205978,6546282.56148099,11204551.6929476,NA,NA,NA,11498181.813303,8483258.50164617,15584599.359564
"Fraser","Pink",2011,12784508,12784508,20645120,20645120,NA,NA,NA,9186876.69869146,6921166.75705095,12194288.3966752,NA,NA,NA,11759787.6275979,8535249.66820664,16202526.0445908
"Fraser","Pink",2013,9344490,9344490,15897819,15897819,NA,NA,NA,9854648.97558536,7312341.95593394,13280848.6005223,NA,NA,NA,12027345.4787612,8580683.7450553,16858451.3266601
"Fraser","Pink",2015,5368996,5368996,5865236,5865236,4342871.89641392,2672404.10165926,7057516.59973563,10570960.0353989,7720952.10176987,14472981.3884464,4642597.89470798,2799120.88311503,7700173.05860713,12300990.7871122,8620454.05865422,17552947.1319104
"Fraser","Pink",2017,3392159,3392159,3563091,3563091,5300969.65226349,3760488.40302975,7472507.88795911,11339338.0471337,8148170.03297266,15780302.4270303,5665264.19097837,3961329.20994097,8102133.56492532,12580862.0540436,8655329.41288285,18286778.2926076
"Fraser","Pink",2019,8307419,8307419,8858203,8858203,6470437.05742783,4888604.94512335,8564111.06728915,12163567.6340272,8595198.12248074,17213376.0594284,6913202.28059521,5161936.45207128,9258611.80512008,12867100.9321218,8685967.02770789,19060892.8020649
"Fraser","Pink",2021,7827445,7827445,8107514,8107514,7897905.18726296,5602744.93408,11133276.1139229,13047708.5146035,9063271.00214877,18783803.0487774,8436034.78343229,5898738.32484368,12064729.5994716,13159852.2967827,8712926.73587689,19876410.9607432
"Fraser","Pink",2023,9576629,9576629,10520844,10520844,9640292.57890525,5932193.72883981,15666251.8547032,13996115.498697,9553659.48270528,20504315.587915,10294315.134831,6206661.25406162,17074062.8104784,13459264.3196572,8736684.78450808,20734615.073628
"Fraser","Sockeye",1893,8050000,8050000.01000001,16340000,16340000.01,NA,NA,NA,567672.825969445,455952.001643009,706768.335664519,NA,NA,NA,4723747.82606781,3871734.05011698,5763255.74934729
"Fraser","Sockeye",1894,2300000,4302906.00681679,6845000,10575788.3976491,NA,NA,NA,573221.450193902,461567.597382736,711884.527478943,NA,NA,NA,4722900.18436269,3879881.96377429,5749088.85366049
"Fraser","Sockeye",1895,1835000,3238818.39041452,7350000,9367800.10757451,NA,NA,NA,578824.308528882,467247.61499919,717045.030062955,NA,NA,NA,4722052.69476062,3888011.22127275,5735009.59310421
"Fraser","Sockeye",1896,660000,2176085.38907234,5160000,8070317.79707611,NA,NA,NA,584481.931076734,472992.560955632,722250.529828593,NA,NA,NA,4721205.35723432,3896120.36026174,5721019.36390913
"Fraser","Sockeye",1897,11200000,2363368.64009493,28065000,9238870.62306393,NA,NA,NA,590194.853121209,478802.932195578,727501.736577674,NA,NA,NA,4720358.17175647,3904207.85257873,5707119.62862094
"Fraser","Sockeye",1898,540000,1645121.39707539,5635000,8800330.90403455,NA,NA,NA,595963.615178096,484679.215132797,732799.384679271,NA,NA,NA,4719511.13829982,3912272.10109848,5693311.91925074
"Fraser","Sockeye",1899,1420000,1542982.56983417,13575000,10259167.6580071,NA,NA,NA,601788.763046368,490621.884578203,738144.234312388,NA,NA,NA,4718664.25683707,3920311.43643794,5679597.84056922
"Fraser","Sockeye",1900,380000,1344067.05672047,4815000,10083209.1292758,NA,NA,NA,607670.847859822,496631.402600434,743537.072777025,NA,NA,NA,4717817.52734096,3928324.11351346,5665979.0735491
"Fraser","Sockeye",1901,12600000,1384232.58128605,40195000,11030635.181161,NA,NA,NA,613610.426139218,502708.217316778,748978.715877034,NA,NA,NA,4716970.9497842,3936308.30794652,5652457.37895853
"Fraser","Sockeye",1902,450000,1322555.04374879,7680000,11918383.238613,NA,NA,NA,619608.059844938,508852.761611143,754470.009378055,NA,NA,NA,4716124.52413955,3944262.11231579,5639034.60110861
"Fraser","Sockeye",1903,470000,1003150.59718337,4770000,9176181.21289144,NA,NA,NA,625664.316430152,515065.451775682,760011.830544002,NA,NA,NA,4715278.25037973,3952183.53225303,5625712.67175672
"Fraser","Sockeye",1904,2e+05,854432.458936089,2690000,7933247.04845155,NA,NA,NA,631779.768894508,521346.686072727,765605.089755415,NA,NA,NA,4714432.1284775,3960070.48238217,5612493.61416693
"Fraser","Sockeye",1905,10150000,809471.593220814,32070000,7497780.29973121,NA,NA,NA,637954.995838344,527696.843213723,771250.732213055,NA,NA,NA,4713586.1584056,3967920.78210122,5599379.54732738
"Fraser","Sockeye",1906,435000,802639.998714101,4595000,6594225.35005941,NA,NA,NA,644190.581517432,534116.28075195,776949.73972997,NA,NA,NA,4712740.34013679,3975732.15120859,5586372.69032346
"Fraser","Sockeye",1907,2e+05,648266.883073222,2005000,5309611.97804605,NA,NA,NA,650487.115898254,540605.333385946,782703.132615132,NA,NA,NA,4711894.67364383,3983502.20537641,5573475.3668638
"Fraser","Sockeye",1908,190000,640007.020111714,2995000,5454110.35593386,NA,NA,NA,656845.194713822,547164.311170781,788511.971651558,NA,NA,NA,4711049.15889949,3991228.45147581,5560690.00995446
"Fraser","Sockeye",1909,4730000,528790.33955573,27850000,5265086.14008619,NA,NA,NA,663265.419520045,553793.49763458,794377.360171503,NA,NA,NA,4710203.79587652,3998908.28276073,5548019.16671443
"Fraser","Sockeye",1910,765000,608942.878631138,5340000,5466626.67484077,NA,NA,NA,669748.397752636,560493.147798069,800300.44623102,NA,NA,NA,4709358.58454773,4006538.97391987,5535465.5033232
"Fraser","Sockeye",1911,165000,580350.074072796,2395000,5715012.71951044,NA,NA,NA,676294.742784593,567263.486095403,806282.424885632,NA,NA,NA,4708513.52488586,4014117.67600892,5523031.81008783
"Fraser","Sockeye",1912,345000,673684.282620132,3830000,6077398.13220895,NA,NA,NA,682905.073984222,574104.704195079,812324.54056835,NA,NA,NA,4707668.61686372,4021641.41127868,5510721.00661435
"Fraser","Sockeye",1913,6450000,727999.462367722,38785000,6602027.62309513,NA,NA,NA,689580.016773747,581016.958720472,818428.089570539,NA,NA,NA,4706823.86045409,4029107.06791882,5498536.14706333
"Fraser","Sockeye",1914,670000,704262.235067617,6485000,6930578.99371356,NA,NA,NA,696320.202688474,588000.36887041,824594.422625228,NA,NA,NA,4705979.25562978,4036511.39474087,5486480.42546639
"Fraser","Sockeye",1915,370000,861814.589666215,2225000,6804177.62293738,NA,NA,NA,703126.269436548,595055.013941195,830824.947591507,NA,NA,NA,4705134.80236357,4043850.99582963,5474557.18107412
"Fraser","Sockeye",1916,130000,675219.399714492,1465000,5351004.98392637,NA,NA,NA,709998.860959289,602180.930752754,837121.132237352,NA,NA,NA,4704290.50062826,4051122.32519757,5462769.90370119
"Fraser","Sockeye",1917,615000,375209.446050244,7795000,3582807.18534394,NA,NA,NA,716938.627492112,609378.110983005,843484.50711681,NA,NA,NA,4703446.35039668,4058321.68148293,5451122.23902768
"Fraser","Sockeye",1918,85000,223928.723948666,925000,2201817.78617074,NA,NA,NA,723946.225626052,616646.498416256,849916.668535792,NA,NA,NA,4702602.35164162,4065445.2027398,5439617.99380836
"Fraser","Sockeye",1919,240000,200961.186545297,1525000,2003393.83467788,NA,NA,NA,731022.318369884,623985.986113313,856419.281598796,NA,NA,NA,4701758.50433592,4072488.86137585,5428261.14093452
"Fraser","Sockeye",1920,2e+05,223812.245342149,1415000,1986076.79286611,NA,NA,NA,738167.575212853,631396.413513321,862994.083326588,NA,NA,NA,4700914.80845239,4079448.4593023,5417055.82428328
"Fraser","Sockeye",1921,215000,172097.548343825,1910000,1397334.39461253,NA,NA,NA,745382.672188017,638877.563479781,869642.885832432,NA,NA,NA,4700071.26396387,4086319.62337002,5406006.36328114
"Fraser","Sockeye",1922,420000,256585.591195579,1530000,1584666.1211191,NA,NA,NA,752668.291936206,646429.159306135,876367.579541502,NA,NA,NA,4699227.87084318,4093097.80117587,5395117.2570969
"Fraser","Sockeye",1923,305000,272429.675412733,1190000,1489385.26459939,NA,NA,NA,760025.12377061,654050.861699468,883170.136434973,NA,NA,NA,4698384.62906317,4099778.25733449,5384393.18836947
"Fraser","Sockeye",1924,265000,292286.247197412,1515000,1515029.5406965,NA,NA,NA,767453.863741998,661742.26576446,890052.613296675,NA,NA,NA,4697541.53859668,4106356.07032215,5373839.02636336
"Fraser","Sockeye",1925,180000,279586.948102055,2070000,1545807.27005932,NA,NA,NA,774955.21470457,669502.8980136,897017.154936359,NA,NA,NA,4696698.59941655,4112826.1300118,5363459.82943317
"Fraser","Sockeye",1926,630000,309413.81983482,2350000,1720875.50593926,NA,NA,NA,782529.886382461,677332.213433966,904065.997359281,NA,NA,NA,4695855.81149564,4119183.1360305,5353260.84666561
"Fraser","Sockeye",1927,620000,369455.952502214,2600000,2092213.73703543,NA,NA,NA,790178.595436886,685229.592645406,911201.470847329,NA,NA,NA,4695013.17480681,4125421.59708375,5343247.51855464
"Fraser","Sockeye",1928,130000,309198.260476468,1194000,1971305.67852491,NA,NA,NA,797902.065533947,693194.339189831,918426.002911996,NA,NA,NA,4694170.68932291,4131535.8314033,5333425.47655308
"Fraser","Sockeye",1929,3e+05,351317.049679664,2581000,2083091.69574393,NA,NA,NA,805701.027413098,701225.676996376,925742.121074493,NA,NA,NA,4693328.35501682,4137519.96848737,5323800.54133197
"Fraser","Sockeye",1930,2625000,501933.769184818,7594000,2792923.69076939,NA,NA,NA,813576.21895629,709322.748072436,933152.455423043,NA,NA,NA,4692486.1718614,4143367.95231303,5314378.71956754
"Fraser","Sockeye",1931,220000,387395.138365707,1935000,2594095.5901137,NA,NA,NA,821528.385257776,717484.61047573,940659.740892211,NA,NA,NA,4691644.13982955,4149073.54621046,5305166.19906656
"Fraser","Sockeye",1932,245000,453899.647336071,2127000,2996931.14993704,NA,NA,NA,829558.278694609,725710.236627736,948266.819203996,NA,NA,NA,4690802.25889413,4154630.33959523,5296169.34203345
"Fraser","Sockeye",1933,345000,470039.44513657,2982000,3107110.32667256,NA,NA,NA,837666.658997829,733998.512033545,955976.640405664,NA,NA,NA,4689960.52902804,4160031.75676015,5287394.67627798
"Fraser","Sockeye",1934,1390000,400964.273822638,6727000,3014354.89827845,NA,NA,NA,845854.293324341,742348.234477537,963792.263934952,NA,NA,NA,4689118.95020415,4165271.0679278,5278848.88416219
"Fraser","Sockeye",1935,295000,431474.874361527,2228000,3122503.52501453,NA,NA,NA,854121.956329498,750758.113767721,971716.859139851,NA,NA,NA,4688277.52239539,4170341.40276123,5270538.78908923
"Fraser","Sockeye",1936,590000,537498.170274588,3635000,3570155.795834,NA,NA,NA,862470.430240395,759226.772104068,979753.70517768,NA,NA,NA,4687436.24557463,4175235.76651977,5262471.33934701
"Fraser","Sockeye",1937,680000,636868.022176853,3308000,3663967.67794378,NA,NA,NA,870900.504929873,767752.745147209,987906.190217111,NA,NA,NA,4686595.1197148,4179947.05903087,5254653.5891359
"Fraser","Sockeye",1938,888595,569471.12712822,4388595,3292893.25870653,NA,NA,NA,879412.97799126,776334.483863204,996177.809867491,NA,NA,NA,4685754.1447888,4184468.09662377,5247092.67663453
"Fraser","Sockeye",1939,157769,486991.775929752,1615769,3038740.9220791,NA,NA,NA,888008.654813823,784970.357217383,1004572.16476249,NA,NA,NA,4684913.32076955,4188791.63713825,5239795.79899061
"Fraser","Sockeye",1940,552541,479070.856084189,2739541,2831307.38581796,NA,NA,NA,896688.348658976,793658.655785098,1013092.95723031,NA,NA,NA,4684072.64762996,4192910.40807922,5232770.18416574
"Fraser","Sockeye",1941,541607,452578.158609201,4844607,3114657.41204945,NA,NA,NA,905452.880737222,802397.596339324,1021743.9869905,NA,NA,NA,4683232.12534297,4196817.13793604,5226023.05961579
"Fraser","Sockeye",1942,2884594,607489.530824598,11649594,3975635.92158813,NA,NA,NA,914303.08028585,811185.327464198,1030529.14582838,NA,NA,NA,4682391.7538815,4200504.5906231,5219561.61784962
"Fraser","Sockeye",1943,242724,676568.162879666,966724,3496531.246979,NA,NA,NA,923239.784647392,820019.936229428,1039452.41121221,NA,NA,NA,4681551.5332185,4203965.60292742,5213392.97898125
"Fraser","Sockeye",1944,315961,588340.576188931,1889961,3186626.57303267,NA,NA,NA,932263.839348845,828899.455943234,1048517.83883541,NA,NA,NA,4680711.46332689,4207193.12476796,5207524.15046983
"Fraser","Sockeye",1945,554383,591779.900277129,2367383,2664303.32439693,NA,NA,NA,941376.098181673,837821.874980842,1057729.55408692,NA,NA,NA,4679871.54417963,4210180.26198484,5201961.98433015
"Fraser","Sockeye",1946,2916311,593399.936285477,11127946,2633963.31255078,NA,NA,NA,950577.42328258,846785.146662103,1067091.74247611,NA,NA,NA,4679031.77574967,4212920.32128339,5196713.132188
"Fraser","Sockeye",1947,650116,759131.523264626,1324646,2849765.03882329,NA,NA,NA,959868.685215085,855787.200125736,1076608.63906491,NA,NA,NA,4678192.15800996,4215406.85686403,5191783.99864992
"Fraser","Sockeye",1948,1015790,1016505.27585261,3067837,3216650.77940752,NA,NA,NA,969250.763051887,864825.952119795,1086284.51698745,NA,NA,NA,4677352.69093345,4217633.71817476,5187180.69355018
"Fraser","Sockeye",1949,1087887,1203103.82290902,3559240,3561853.8923476,NA,NA,NA,978724.544458032,873899.319599051,1096123.67516669,NA,NA,NA,4676513.37449312,4219595.09813574,5182908.9837258
"Fraser","Sockeye",1950,1791496,1065120.16953048,4350644,2816506.35438556,NA,NA,NA,988290.925774905,883005.232991107,1106130.42536618,NA,NA,NA,4675674.20866194,4221285.58110643,5178974.24504889
"Fraser","Sockeye",1951,606262,1046684.95617835,3408262,3567130.68105053,NA,NA,NA,997950.812105031,892141.64996539,1116309.07874296,NA,NA,NA,4674835.19341288,4222700.1898022,5175381.4155097
"Fraser","Sockeye",1952,846574,1000071.91390138,3125241,3583701.49569498,NA,NA,NA,1007705.11739771,901306.569514195,1126663.93209235,NA,NA,NA,4673996.3287189,4223834.43032232,5172134.95018807
"Fraser","Sockeye",1953,1295154,1044637.5592593,5364805,3970827.26000706,NA,NA,NA,1017554.76453548,910498.04613377,1137199.25399679,NA,NA,NA,4673157.61455302,4224684.33442932,5169238.77897374
"Fraser","Sockeye",1954,2447802,1129420.70987189,12001679,5117444.12254872,NA,NA,NA,1027500.68542146,919714.203877608,1147919.27110661,NA,NA,NA,4672319.0508882,4225246.49822436,5166696.26789042
"Fraser","Sockeye",1955,383266,1007084.08913066,2679569,4818768.94087821,NA,NA,NA,1037543.82106749,928953.250044522,1158828.15479007,NA,NA,NA,4671480.63769746,4225518.11639681,5164510.18484592
"Fraser","Sockeye",1956,873031,1014861.8317384,2838504,4704219.76011542,NA,NA,NA,1047685.12168318,938213.488261967,1169930.00839251,NA,NA,NA,4670642.37495377,4225497.01128918,5162682.67056663
"Fraser","Sockeye",1957,1661577,1080081.89021732,4856513,4588600.57861922,NA,NA,NA,1057925.54676579,947493.330730659,1181228.85533835,NA,NA,NA,4669804.26263015,4225181.65611073,5161215.21538368
