"","region","stream_name_pse","sppSum"
"Fraser-SHUSWAP LAKE-SALMON ARM-N-LAKE SHORE",Fraser,SHUSWAP LAKE-SALMON ARM-N-LAKE SHORE,677.266666666667
"Fraser-SHUSWAP LAKE-SALMON ARM-S-LAKE SHORE",Fraser,SHUSWAP LAKE-SALMON ARM-S-LAKE SHORE,263.733333333333
"Fraser-SHUSWAP RIVER-LOWER",Fraser,SHUSWAP RIVER-LOWER,149023.471613436
"Fraser-SHUSWAP RIVER-MIDDLE",Fraser,SHUSWAP RIVER-MIDDLE,25621.144017006
"Fraser-SIDDALL CREEK",Fraser,SIDDALL CREEK,602.876470588235
"Fraser-SIDNEY CREEK",Fraser,SIDNEY CREEK,5511.37878787879
"Fraser-SILVERDALE CREEK",Fraser,SILVERDALE CREEK,1269.33272616879
"Fraser-SILVERHOPE CREEK",Fraser,SILVERHOPE CREEK,2868.0394265233
"Fraser-SINMAX CREEK",Fraser,SINMAX CREEK,723.259259259259
"Fraser-SINTA CREEK",Fraser,SINTA CREEK,665.379310344827
"Fraser-SLATE BAY",Fraser,SLATE BAY,25.2
"Fraser-SLESSE CREEK",Fraser,SLESSE CREEK,1207.26998491704
"Fraser-SLIM CREEK",Fraser,SLIM CREEK,1866.40983606557
"Fraser-SLOQUET CREEK",Fraser,SLOQUET CREEK,1932.11904761905
"Fraser-SLOUGH CREEK",Fraser,SLOUGH CREEK,193.8
"Fraser-SMALL CREEK",Fraser,SMALL CREEK,39.08
"Fraser-SOUTH BOISE CREEK",Fraser,SOUTH BOISE CREEK,1366.45454545455
"Fraser-SOUTH PASS CREEK",Fraser,SOUTH PASS CREEK,24.2285714285714
"Fraser-SOUTH THOMPSON RIVER",Fraser,SOUTH THOMPSON RIVER,30647.7392857143
"Fraser-SOWCHEA CREEK",Fraser,SOWCHEA CREEK,49.0769230769231
"Fraser-SPIUS CREEK",Fraser,SPIUS CREEK,1771.1824087956
"Fraser-SPUZZUM CREEK",Fraser,SPUZZUM CREEK,1262.06666666667
"Fraser-SQUAWKUM CREEK",Fraser,SQUAWKUM CREEK,11024.4459183673
"Fraser-STAVE RIVER",Fraser,STAVE RIVER,134054.527621463
"Fraser-STEELHEAD CREEK",Fraser,STEELHEAD CREEK,715.708333333333
"Fraser-STEIN RIVER",Fraser,STEIN RIVER,543.933333333333
"Fraser-STELLAKO RIVER",Fraser,STELLAKO RIVER,111408.491666667
"Fraser-STEWART SLOUGH",Fraser,STEWART SLOUGH,33.8
"Fraser-STREET CREEK",Fraser,STREET CREEK,1076.56766917293
"Fraser-STUART RIVER",Fraser,STUART RIVER,1824.78431372549
"Fraser-SUCKER CREEK",Fraser,SUCKER CREEK,1403.49230769231
"Fraser-SUMAS RIVER",Fraser,SUMAS RIVER,355.511363636364
"Fraser-SUMMIT CREEK",Fraser,SUMMIT CREEK,1353.57843137255
"Fraser-SWELTZER RIVER",Fraser,SWELTZER RIVER,15981.3055555556
"Fraser-SWIFT CREEK",Fraser,SWIFT CREEK,598.480769230769
"Fraser-SWIFT RIVER",Fraser,SWIFT RIVER,593.571428571428
"Fraser-TACHIE RIVER",Fraser,TACHIE RIVER,75807.9916666666
"Fraser-TAKLA LAKE - UNNAMED CREEK (NORTH OF BLANCHETTE)",Fraser,TAKLA LAKE - UNNAMED CREEK (NORTH OF BLANCHETTE),1.16666666666667
"Fraser-TAMIHI CREEK",Fraser,TAMIHI CREEK,14.0666666666667
"Fraser-TAPPEN CREEK",Fraser,TAPPEN CREEK,252.202380952381
"Fraser-TASEKO LAKE",Fraser,TASEKO LAKE,3018.07045454545
"Fraser-TASEKO RIVER",Fraser,TASEKO RIVER,687.090909090909
"Fraser-THOMPSON RIVER",Fraser,THOMPSON RIVER,425548.646464646
"Fraser-THURSTON CREEK",Fraser,THURSTON CREEK,122.916666666667
"Fraser-TILDESLEY CREEK",Fraser,TILDESLEY CREEK,326.333333333333
"Fraser-TIPELLA CREEK",Fraser,TIPELLA CREEK,16.5858585858586
"Fraser-TLITI CREEK",Fraser,TLITI CREEK,9.25
"Fraser-TORPY RIVER",Fraser,TORPY RIVER,1133.22950819672
"Fraser-TRANQUILLE RIVER",Fraser,TRANQUILLE RIVER,36.7272727272727
"Fraser-TRINITY CREEK",Fraser,TRINITY CREEK,17.21875
"Fraser-TROUT LAKE CREEK",Fraser,TROUT LAKE CREEK,376.402150537634
"Fraser-TSUIUS CREEK",Fraser,TSUIUS CREEK,143.333333333333
"Fraser-TUMTUM CREEK",Fraser,TUMTUM CREEK,32.1627906976744
"Fraser-TWENTY MILE CREEK",Fraser,TWENTY MILE CREEK,211.293103448276
"Fraser-TWIN CREEKS (COMBINED)",Fraser,TWIN CREEKS (COMBINED),41.4
"Fraser-UPPER PITT CHANNEL",Fraser,UPPER PITT CHANNEL,2012.90909090909
"Fraser-VAN DECAR CREEK",Fraser,VAN DECAR CREEK,5209.29166666667
"Fraser-VANISHING CREEK-LAKE SHORE",Fraser,VANISHING CREEK-LAKE SHORE,17.5625
"Fraser-WAHLEACH CREEK",Fraser,WAHLEACH CREEK,2859.42821133293
"Fraser-WAHLEACH SLOUGH",Fraser,WAHLEACH SLOUGH,4791.16666666667
"Fraser-WALKER CREEK",Fraser,WALKER CREEK,238.588235294118
"Fraser-WANSA CREEK",Fraser,WANSA CREEK,94.48
"Fraser-WAP CREEK",Fraser,WAP CREEK,2054.17627232895
"Fraser-WASKO CREEK-LAKE SHORE",Fraser,WASKO CREEK-LAKE SHORE,35.2
"Fraser-WASKO CREEK-LOWER",Fraser,WASKO CREEK-LOWER,5502.60714285714
"Fraser-WATT CREEK",Fraser,WATT CREEK,474.739130434783
"Fraser-WATT CREEK-LAKE SHORE",Fraser,WATT CREEK-LAKE SHORE,375.736842105263
"Fraser-WEAVER  SPAWNING CHANNEL",Fraser,WEAVER  SPAWNING CHANNEL,24948.1516290727
"Fraser-WEAVER CREEK",Fraser,WEAVER CREEK,36850.6258767073
"Fraser-WEST CREEK",Fraser,WEST CREEK,564.258261933904
"Fraser-WEST ROAD (BLACKWATER) RIVER",Fraser,WEST ROAD (BLACKWATER) RIVER,1571.35593220339
"Fraser-WEST TWIN CREEK",Fraser,WEST TWIN CREEK,35.7826086956522
"Fraser-WHONNOCK CREEK",Fraser,WHONNOCK CREEK,1284.19920174165
"Fraser-WIDGEON CREEK",Fraser,WIDGEON CREEK,2168.7358490566
"Fraser-WILLOW RIVER",Fraser,WILLOW RIVER,620.045454545455
"Fraser-WIRE CACHE CREEK",Fraser,WIRE CACHE CREEK,70.1842105263158
"Fraser-WORTH CREEK",Fraser,WORTH CREEK,804.755952380953
"Fraser-YALAKOM RIVER",Fraser,YALAKOM RIVER,73.6551724137931
"Fraser-YALE CREEK",Fraser,YALE CREEK,247.8
"Fraser-YARD CREEK",Fraser,YARD CREEK,891.805555555556
"Fraser-YORKSON CREEK",Fraser,YORKSON CREEK,165.853658536585
"Haida Gwaii-AERO CREEK",Haida Gwaii,AERO CREEK,158.903846153846
"Haida Gwaii-AIN RIVER",Haida Gwaii,AIN RIVER,31028.35414247
"Haida Gwaii-ALDER ISLAND CREEK",Haida Gwaii,ALDER ISLAND CREEK,1128.39285714286
"Haida Gwaii-ANNA INLET CREEK",Haida Gwaii,ANNA INLET CREEK,2480.71390374332
"Haida Gwaii-ARROW CREEK",Haida Gwaii,ARROW CREEK,1239.4603021978
"Haida Gwaii-AWUN RIVER",Haida Gwaii,AWUN RIVER,14665.4891134085
"Haida Gwaii-BAG HARBOUR CREEK",Haida Gwaii,BAG HARBOUR CREEK,8384.14950980392
"Haida Gwaii-BALCOM INLET CREEK",Haida Gwaii,BALCOM INLET CREEK,111.75
"Haida Gwaii-BELJAY BAY CREEK",Haida Gwaii,BELJAY BAY CREEK,352.175438596491
"Haida Gwaii-BIG GOOSE CREEK",Haida Gwaii,BIG GOOSE CREEK,10231.3476731644
"Haida Gwaii-BLAINE CREEK",Haida Gwaii,BLAINE CREEK,78.5294117647059
"Haida Gwaii-BONANZA CREEK",Haida Gwaii,BONANZA CREEK,17385
"Haida Gwaii-BOOMCHAIN BAY CREEK",Haida Gwaii,BOOMCHAIN BAY CREEK,7315.80882352941
"Haida Gwaii-BOTANY INLET CREEK-HEAD",Haida Gwaii,BOTANY INLET CREEK-HEAD,6117.17972027972
"Haida Gwaii-BOTANY INLET CREEK-OUTER",Haida Gwaii,BOTANY INLET CREEK-OUTER,4271.95679723502
"Haida Gwaii-BOTTLE INLET CREEK",Haida Gwaii,BOTTLE INLET CREEK,1791.78321678322
"Haida Gwaii-BRAVERMAN CREEK",Haida Gwaii,BRAVERMAN CREEK,1184.56842105263
"Haida Gwaii-BREAKER BAY CREEK",Haida Gwaii,BREAKER BAY CREEK,2301.25
"Haida Gwaii-BROWNS CABIN CREEK",Haida Gwaii,BROWNS CABIN CREEK,21866.8931166943
"Haida Gwaii-BUCK CHANNEL CREEK #2",Haida Gwaii,BUCK CHANNEL CREEK #2,491.615384615385
"Haida Gwaii-BUCK CHANNEL CREEK #3",Haida Gwaii,BUCK CHANNEL CREEK #3,1196.09490740741
"Haida Gwaii-BUCK CHANNEL CREEK #5",Haida Gwaii,BUCK CHANNEL CREEK #5,48.4166666666667
"Haida Gwaii-BUCK CHANNEL CREEK #6",Haida Gwaii,BUCK CHANNEL CREEK #6,204.222222222222
"Haida Gwaii-BUCK CHANNEL CREEK #8",Haida Gwaii,BUCK CHANNEL CREEK #8,539.24
"Haida Gwaii-BURNABY NARROWS CREEK-FIRST R/H",Haida Gwaii,BURNABY NARROWS CREEK-FIRST R/H,316.809523809524
"Haida Gwaii-BURNABY NARROWS CREEK-SECOND R/H",Haida Gwaii,BURNABY NARROWS CREEK-SECOND R/H,128.961538461538
"Haida Gwaii-c(""FORGOTTEN CREEK"", ""ISLAND BAY CREEKS-R/H"")",Haida Gwaii,c("FORGOTTEN CREEK", "ISLAND BAY CREEKS-R/H"),1256.38311688312
"Haida Gwaii-c(""GIVENCHY ANCHORAGE CREEK"", ""KANO INLET CREEK-HEAD"")",Haida Gwaii,c("GIVENCHY ANCHORAGE CREEK", "KANO INLET CREEK-HEAD"),11650.9842105263
"Haida Gwaii-c(""GRAY BAY CREEK"", ""GRAY BAY CREEKS-OTHERS"")",Haida Gwaii,c("GRAY BAY CREEK", "GRAY BAY CREEKS-OTHERS"),291.842105263158
"Haida Gwaii-c(""HAANS CREEK"", ""AGNES CREEK"")",Haida Gwaii,c("HAANS CREEK", "AGNES CREEK"),340.561403508772
"Haida Gwaii-c(""SEWELL INLET CREEK-L/H #2"", ""THORSEN CREEK"")",Haida Gwaii,c("SEWELL INLET CREEK-L/H #2", "THORSEN CREEK"),1210.90818925681
"Haida Gwaii-c(""SLATECHUCK CREEK"", ""SLATECHUCK CREEK-R/H"")",Haida Gwaii,c("SLATECHUCK CREEK", "SLATECHUCK CREEK-R/H"),11524.56305373
"Haida Gwaii-CAMERON CREEK",Haida Gwaii,CAMERON CREEK,167.15
"Haida Gwaii-CANOE PASS CREEK",Haida Gwaii,CANOE PASS CREEK,2708.15132757266
"Haida Gwaii-CARMICHAEL CREEK",Haida Gwaii,CARMICHAEL CREEK,251.169191919192
"Haida Gwaii-CARPENTER BAY CREEK",Haida Gwaii,CARPENTER BAY CREEK,2000.1475
"Haida Gwaii-CELESTIAL RIVER",Haida Gwaii,CELESTIAL RIVER,7014.66666666667
"Haida Gwaii-CHADSEY CREEK",Haida Gwaii,CHADSEY CREEK,2547.54860962567
"Haida Gwaii-CLAPP BASIN CREEK",Haida Gwaii,CLAPP BASIN CREEK,552.388888888889
"Haida Gwaii-CLINT CREEK",Haida Gwaii,CLINT CREEK,348.004745989305
"Haida Gwaii-COLLISON BAY CREEK",Haida Gwaii,COLLISON BAY CREEK,691.983660130719
"Haida Gwaii-COPPER CREEK",Haida Gwaii,COPPER CREEK,66102.476018849
"Haida Gwaii-CRABAPPLE BROOK",Haida Gwaii,CRABAPPLE BROOK,428.022727272727
"Haida Gwaii-CRESCENT INLET CREEK",Haida Gwaii,CRESCENT INLET CREEK,13199.0124458874
"Haida Gwaii-DANA CREEK #1",Haida Gwaii,DANA CREEK #1,1931.36580581889
"Haida Gwaii-DANA CREEK #2",Haida Gwaii,DANA CREEK #2,192.967213114754
"Haida Gwaii-DANA CREEK #3",Haida Gwaii,DANA CREEK #3,147.512195121951
"Haida Gwaii-DASS CREEK",Haida Gwaii,DASS CREEK,102.322033898305
"Haida Gwaii-DATLAMEN CREEK",Haida Gwaii,DATLAMEN CREEK,27289.0855855856
"Haida Gwaii-DAVIDSON CREEK",Haida Gwaii,DAVIDSON CREEK,34452.9011311269
"Haida Gwaii-DAWSON HARBOUR CREEK",Haida Gwaii,DAWSON HARBOUR CREEK,3071.20887445888
"Haida Gwaii-DAWSON INLET CREEK",Haida Gwaii,DAWSON INLET CREEK,1491.05311355311
"Haida Gwaii-DEENA CREEK",Haida Gwaii,DEENA CREEK,61417.4806280407
"Haida Gwaii-DINAN CREEK",Haida Gwaii,DINAN CREEK,5092.28365384615
"Haida Gwaii-DOUGLAS INLET CREEK-HEAD",Haida Gwaii,DOUGLAS INLET CREEK-HEAD,900.916666666667
"Haida Gwaii-DOUGLAS INLET CREEK-R/H",Haida Gwaii,DOUGLAS INLET CREEK-R/H,389.217391304348
"Haida Gwaii-EAST NARROWS CAN BUOY CREEK",Haida Gwaii,EAST NARROWS CAN BUOY CREEK,37.9333333333333
"Haida Gwaii-EAST NARROWS CREEK",Haida Gwaii,EAST NARROWS CREEK,1138.67424242424
"Haida Gwaii-EAST NARROWS DOLPHIN CREEK",Haida Gwaii,EAST NARROWS DOLPHIN CREEK,74.7894736842105
"Haida Gwaii-ECHO HARBOUR CREEK",Haida Gwaii,ECHO HARBOUR CREEK,11730.1535714286
"Haida Gwaii-FAIRFAX CREEK",Haida Gwaii,FAIRFAX CREEK,3545.18973214286
"Haida Gwaii-FAIRFAX INLET CREEK-OUTER",Haida Gwaii,FAIRFAX INLET CREEK-OUTER,637.894736842105
"Haida Gwaii-FLAMINGO INLET CREEK",Haida Gwaii,FLAMINGO INLET CREEK,3136.4375
"Haida Gwaii-FLAT CREEK",Haida Gwaii,FLAT CREEK,3139.12106557377
"Haida Gwaii-GATE CREEK",Haida Gwaii,GATE CREEK,13029.8572481572
"Haida Gwaii-GEORGE BAY CREEK",Haida Gwaii,GEORGE BAY CREEK,7531.4466819222
"Haida Gwaii-GOLD HARBOUR CREEK",Haida Gwaii,GOLD HARBOUR CREEK,3167.04377880184
"Haida Gwaii-GORE BROOK",Haida Gwaii,GORE BROOK,155.5
"Haida Gwaii-GOSKI BAY CREEK",Haida Gwaii,GOSKI BAY CREEK,1048.6875
"Haida Gwaii-GRAY BAY CREEK",Haida Gwaii,GRAY BAY CREEK,322.916666666667
"Haida Gwaii-GREGORY CREEK",Haida Gwaii,GREGORY CREEK,9446
"Haida Gwaii-HAANS CREEK",Haida Gwaii,HAANS CREEK,2963.49921507064
"Haida Gwaii-HAIDA CREEK",Haida Gwaii,HAIDA CREEK,785
"Haida Gwaii-HARRIET CREEK",Haida Gwaii,HARRIET CREEK,3807.57911255411
"Haida Gwaii-HEATER HARBOUR CREEK",Haida Gwaii,HEATER HARBOUR CREEK,931.201923076923
"Haida Gwaii-HIELLEN RIVER",Haida Gwaii,HIELLEN RIVER,3624.05405405405
"Haida Gwaii-HOBBS CREEK",Haida Gwaii,HOBBS CREEK,346.647058823529
"Haida Gwaii-HONNA RIVER",Haida Gwaii,HONNA RIVER,12697.8634562842
"Haida Gwaii-HUSTON INLET CREEKS",Haida Gwaii,HUSTON INLET CREEKS,2981.88823529412
"Haida Gwaii-HUTTON CREEK-HEAD",Haida Gwaii,HUTTON CREEK-HEAD,4633.79284649776
"Haida Gwaii-HUTTON CREEK-L/H",Haida Gwaii,HUTTON CREEK-L/H,1443.67619668467
"Haida Gwaii-IKEDA CREEK",Haida Gwaii,IKEDA CREEK,2212.45727136432
"Haida Gwaii-INDIAN BAY CREEK",Haida Gwaii,INDIAN BAY CREEK,305.884615384615
"Haida Gwaii-INDIAN CABIN CREEK",Haida Gwaii,INDIAN CABIN CREEK,4253.75933014354
"Haida Gwaii-INDIAN CABIN CREEK-R/H",Haida Gwaii,INDIAN CABIN CREEK-R/H,335.454545454545
"Haida Gwaii-INSKIP CREEK",Haida Gwaii,INSKIP CREEK,3373.90179385832
"Haida Gwaii-ISLAND BAY CREEKS-L/H",Haida Gwaii,ISLAND BAY CREEKS-L/H,2464.87826086957
"Haida Gwaii-JALUN RIVER",Haida Gwaii,JALUN RIVER,17885.3708791209
"Haida Gwaii-JEDWAY CREEK",Haida Gwaii,JEDWAY CREEK,921.524822695035
"Haida Gwaii-JUNGLE CREEK",Haida Gwaii,JUNGLE CREEK,209.962962962963
"Haida Gwaii-KANO INLET CREEK-OUTER",Haida Gwaii,KANO INLET CREEK-OUTER,3576.42857142857
"Haida Gwaii-KENDRICK POINT CREEK",Haida Gwaii,KENDRICK POINT CREEK,300
"Haida Gwaii-KOGANGAS CREEK",Haida Gwaii,KOGANGAS CREEK,160.818181818182
"Haida Gwaii-KOOTENAY INLET NORTH ARM CREEK",Haida Gwaii,KOOTENAY INLET NORTH ARM CREEK,2947.16651162791
"Haida Gwaii-KOOTENAY INLET SOUTH ARM CREEK",Haida Gwaii,KOOTENAY INLET SOUTH ARM CREEK,2118.48705882353
"Haida Gwaii-KOSTAN CREEK",Haida Gwaii,KOSTAN CREEK,516.375
"Haida Gwaii-KOYA CREEK",Haida Gwaii,KOYA CREEK,2815.92836538462
"Haida Gwaii-KUMDIS CREEK",Haida Gwaii,KUMDIS CREEK,1740.95238095238
"Haida Gwaii-LAGINS CREEK",Haida Gwaii,LAGINS CREEK,18485.445588709
"Haida Gwaii-LAGINS CREEK-RH",Haida Gwaii,LAGINS CREEK-RH,135.909090909091
"Haida Gwaii-LAGOON CREEK",Haida Gwaii,LAGOON CREEK,15576.6713138874
"Haida Gwaii-LANDRICK CREEK",Haida Gwaii,LANDRICK CREEK,182.769230769231
"Haida Gwaii-LAWN CREEK",Haida Gwaii,LAWN CREEK,113.461538461538
"Haida Gwaii-LIGNITE CREEK",Haida Gwaii,LIGNITE CREEK,18640.6950280112
"Haida Gwaii-LITTLE GOOSE CREEK",Haida Gwaii,LITTLE GOOSE CREEK,3375.91978764479
"Haida Gwaii-LOMGON BAY CREEK",Haida Gwaii,LOMGON BAY CREEK,456.277777777778
"Haida Gwaii-LOUSCOONE INLET CREEK",Haida Gwaii,LOUSCOONE INLET CREEK,4558.33574967579
"Haida Gwaii-LUXANA CREEK",Haida Gwaii,LUXANA CREEK,185.416666666667
"Haida Gwaii-MACE CREEK",Haida Gwaii,MACE CREEK,8530.73070175439
"Haida Gwaii-MACINTYRE CREEK",Haida Gwaii,MACINTYRE CREEK,20.4375
"Haida Gwaii-MACMILLAN CREEK",Haida Gwaii,MACMILLAN CREEK,362.647275641026
"Haida Gwaii-MAMIN RIVER",Haida Gwaii,MAMIN RIVER,36986.9860627178
"Haida Gwaii-MARKER CREEK",Haida Gwaii,MARKER CREEK,354.666666666667
"Haida Gwaii-MATHERS CREEK",Haida Gwaii,MATHERS CREEK,40015.3768800324
"Haida Gwaii-MATHESON CREEK-L/H",Haida Gwaii,MATHESON CREEK-L/H,11731.2258064516
"Haida Gwaii-MATHESON CREEK-R/H",Haida Gwaii,MATHESON CREEK-R/H,8543.53306686047
"Haida Gwaii-MCCLINTON CREEK",Haida Gwaii,MCCLINTON CREEK,6010.38469503987
"Haida Gwaii-MCKENZIE COVE CREEK",Haida Gwaii,MCKENZIE COVE CREEK,7315.80882352941
"Haida Gwaii-MERCER CREEK",Haida Gwaii,MERCER CREEK,12977.3004658385
"Haida Gwaii-MOLLITORS CREEK",Haida Gwaii,MOLLITORS CREEK,67.9166666666667
"Haida Gwaii-MOORE CREEK",Haida Gwaii,MOORE CREEK,1071.96428571429
"Haida Gwaii-MOUNTAIN CREEK",Haida Gwaii,MOUNTAIN CREEK,1255.87856071964
"Haida Gwaii-MUD BAY CREEK",Haida Gwaii,MUD BAY CREEK,1155.30608974359
"Haida Gwaii-MUDGE CREEK",Haida Gwaii,MUDGE CREEK,428.073170731707
"Haida Gwaii-NADEN RIVER",Haida Gwaii,NADEN RIVER,71149.6429114281
"Haida Gwaii-NESTO INLET CREEK-INNER",Haida Gwaii,NESTO INLET CREEK-INNER,1388.97727272727
"Haida Gwaii-NESTO INLET CREEK-OUTER",Haida Gwaii,NESTO INLET CREEK-OUTER,508.583333333333
"Haida Gwaii-NORTH ARM CREEK-RH",Haida Gwaii,NORTH ARM CREEK-RH,2835.93529411765
"Haida Gwaii-NORTH ARM HEAD CREEK",Haida Gwaii,NORTH ARM HEAD CREEK,3980.86330698287
"Haida Gwaii-OTARD CREEK",Haida Gwaii,OTARD CREEK,5072.5
"Haida Gwaii-OUTLOOK CREEK",Haida Gwaii,OUTLOOK CREEK,1377.02020624303
"Haida Gwaii-PACOFI CREEK",Haida Gwaii,PACOFI CREEK,1591.76683673469
"Haida Gwaii-PALLANT CREEK",Haida Gwaii,PALLANT CREEK,68988.8001219438
"Haida Gwaii-PEEL INLET CREEK-L/H #1",Haida Gwaii,PEEL INLET CREEK-L/H #1,1132.92832167832
"Haida Gwaii-PEEL INLET CREEK-L/H #2",Haida Gwaii,PEEL INLET CREEK-L/H #2,3116.58113465482
"Haida Gwaii-PEEL INLET HEAD CREEK",Haida Gwaii,PEEL INLET HEAD CREEK,3427.90201315226
"Haida Gwaii-POOLE INLET CREEKS",Haida Gwaii,POOLE INLET CREEKS,1100.05882352941
"Haida Gwaii-PORT LOUIS CREEK-OUTER",Haida Gwaii,PORT LOUIS CREEK-OUTER,219.941176470588
"Haida Gwaii-POWRIVCO CREEK",Haida Gwaii,POWRIVCO CREEK,1815.4068627451
"Haida Gwaii-RASPBERRY CREEK",Haida Gwaii,RASPBERRY CREEK,232.818181818182
"Haida Gwaii-RENNELL CREEK",Haida Gwaii,RENNELL CREEK,720.983333333333
"Haida Gwaii-RICHARDSON CREEK",Haida Gwaii,RICHARDSON CREEK,767.260817307692
"Haida Gwaii-RILEY CREEK",Haida Gwaii,RILEY CREEK,14533.7142857143
"Haida Gwaii-ROCKRUN CREEK",Haida Gwaii,ROCKRUN CREEK,317.444444444444
"Haida Gwaii-SACHS CREEK",Haida Gwaii,SACHS CREEK,4332.74089635854
"Haida Gwaii-SALMON RIVER",Haida Gwaii,SALMON RIVER,41287.6838743701
"Haida Gwaii-SALTSPRING BAY CREEK",Haida Gwaii,SALTSPRING BAY CREEK,1297.43708040593
"Haida Gwaii-SALTSPRING BAY CREEK-L/H",Haida Gwaii,SALTSPRING BAY CREEK-L/H,76.4285714285714
"Haida Gwaii-SANDY CREEK",Haida Gwaii,SANDY CREEK,1042.72053872054
"Haida Gwaii-SANGAN RIVER",Haida Gwaii,SANGAN RIVER,2442.51818181818
"Haida Gwaii-SCUDDER POINT CREEK",Haida Gwaii,SCUDDER POINT CREEK,10265.0576923077
"Haida Gwaii-SEAL INLET CREEK",Haida Gwaii,SEAL INLET CREEK,7543.37719815306
"Haida Gwaii-SECTION COVE CREEK-RH",Haida Gwaii,SECTION COVE CREEK-RH,559.1
"Haida Gwaii-SECURITY INLET CREEK-L/H",Haida Gwaii,SECURITY INLET CREEK-L/H,17542.8674720167
"Haida Gwaii-SECURITY INLET CREEK-R/H",Haida Gwaii,SECURITY INLET CREEK-R/H,12389.6508454106
"Haida Gwaii-SEDGWICK BAY CREEK",Haida Gwaii,SEDGWICK BAY CREEK,3622.21950646299
"Haida Gwaii-SEDMOND CREEK",Haida Gwaii,SEDMOND CREEK,8356.53711484594
"Haida Gwaii-SEWELL INLET CREEK",Haida Gwaii,SEWELL INLET CREEK,6862.39778380823
"Haida Gwaii-SEWELL POINT CREEK",Haida Gwaii,SEWELL POINT CREEK,103.969696969697
"Haida Gwaii-SHELDON'S BAY CREEK",Haida Gwaii,SHELDON'S BAY CREEK,90
"Haida Gwaii-SHIELDS CREEK",Haida Gwaii,SHIELDS CREEK,1006.4375
"Haida Gwaii-SKAAT HARBOUR CREEK-HEAD",Haida Gwaii,SKAAT HARBOUR CREEK-HEAD,1708.9
"Haida Gwaii-SKAAT HARBOUR CREEK-L/H",Haida Gwaii,SKAAT HARBOUR CREEK-L/H,1950.5
"Haida Gwaii-SKAAT HARBOUR CREEK-R/H",Haida Gwaii,SKAAT HARBOUR CREEK-R/H,297.384615384615
"Haida Gwaii-SKEDANS CREEK",Haida Gwaii,SKEDANS CREEK,44560.3282051282
"Haida Gwaii-SOUTH BAY DUMP CREEK",Haida Gwaii,SOUTH BAY DUMP CREEK,799.808491418247
"Haida Gwaii-SOUTH COVE CREEK",Haida Gwaii,SOUTH COVE CREEK,539.186104218362
"Haida Gwaii-SPERM BAY CREEK",Haida Gwaii,SPERM BAY CREEK,731.8
"Haida Gwaii-STAKI CREEK",Haida Gwaii,STAKI CREEK,1428.40909090909
"Haida Gwaii-STANLEY CREEK",Haida Gwaii,STANLEY CREEK,2420.71014492754
"Haida Gwaii-STEEL CREEK",Haida Gwaii,STEEL CREEK,1873.87755102041
"Haida Gwaii-TAKELLY COVE CREEK",Haida Gwaii,TAKELLY COVE CREEK,206.82
"Haida Gwaii-TALUNKWAN CREEK",Haida Gwaii,TALUNKWAN CREEK,14.6923076923077
"Haida Gwaii-TANGLE COVE CREEK",Haida Gwaii,TANGLE COVE CREEK,2883.98236965241
"Haida Gwaii-TARTU INLET CREEK-HEAD",Haida Gwaii,TARTU INLET CREEK-HEAD,6609.7091503268
"Haida Gwaii-TARTU INLET CREEK-OUTER",Haida Gwaii,TARTU INLET CREEK-OUTER,4015.05555555556
"Haida Gwaii-TARUNDL CREEK",Haida Gwaii,TARUNDL CREEK,3063.99495700092
"Haida Gwaii-TASU CREEK",Haida Gwaii,TASU CREEK,9460.31436942109
"Haida Gwaii-THURSTON HARBOUR CREEK",Haida Gwaii,THURSTON HARBOUR CREEK,2203.48559253247
"Haida Gwaii-TLELL RIVER",Haida Gwaii,TLELL RIVER,19212.2976190476
"Haida Gwaii-TRAYNOR CREEK",Haida Gwaii,TRAYNOR CREEK,43.7777777777778
"Haida Gwaii-TWO TORRENT CREEK",Haida Gwaii,TWO TORRENT CREEK,272.270903010033
"Haida Gwaii-WATERFALL CREEK",Haida Gwaii,WATERFALL CREEK,962.070652173913
"Haida Gwaii-WEST NARROWS CREEK",Haida Gwaii,WEST NARROWS CREEK,2147.17822290704
"Haida Gwaii-WILSON BAY CREEK",Haida Gwaii,WILSON BAY CREEK,810.793103448276
"Haida Gwaii-WINDY BAY CREEK",Haida Gwaii,WINDY BAY CREEK,31696.5394736842
"Haida Gwaii-YAKOUN RIVER",Haida Gwaii,YAKOUN RIVER,319748.486715042
"Haida Gwaii-YAKOUN TRAIL CREEK",Haida Gwaii,YAKOUN TRAIL CREEK,1578.94117647059
"Haida Gwaii-YAKULANAS CREEK",Haida Gwaii,YAKULANAS CREEK,995.241379310345
"Nass-ANLIYEN CREEK",Nass,ANLIYEN CREEK,463.636363636364
"Nass-ANSEDAGAN CREEK",Nass,ANSEDAGAN CREEK,925.542039355993
"Nass-BEAR RIVER",Nass,BEAR RIVER,4487.72281639929
"Nass-BELLE BAY CREEK",Nass,BELLE BAY CREEK,3688.5
"Nass-BROWN BEAR CREEK",Nass,BROWN BEAR CREEK,414.3837535014
"Nass-CHAMBERS CREEK",Nass,CHAMBERS CREEK,9949.14880952381
"Nass-CRAG CREEK",Nass,CRAG CREEK,3995
"Nass-CRANBERRY RIVER",Nass,CRANBERRY RIVER,4893.94429347826
"Nass-DAMDOCHAX CREEK",Nass,DAMDOCHAX CREEK,7249.28846153846
