"species","location","locationtype","parameter","year","datavalue"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_raw","1997","906360.33333"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_raw","1998","483764.16667"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_raw","1999","158204.44444"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_raw","2000","273977.33333"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_raw","2001","390462.16667"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_raw","2002","505053.83333"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_raw","2003","225322.44444"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_raw","2004","206510"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_raw","2005","372203"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_raw","2006","430294.83333"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_raw","2007","71458.277778"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_raw","2008","88845.055556"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_raw","2009","81251.166667"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_raw","2010","974464"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_raw","2011","253100.44444"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1952","17.708442794"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1953","20.14436586"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1954","17.162311808"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1955","15.418003165"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1956","12.954159834"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1957","17.983069123"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1958","15.61015382"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1959","20.180806149"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1960","11.865273757"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1961","15.687206402"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1962","7.5978266375"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1963","10.637964022"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1964","7.3581421661"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1965","9.3784208802"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1966","13.142684143"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1967","21.616619554"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1968","13.260857596"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1969","14.43148116"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1970","8.8807910225"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1971","21.062624169"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1972","17.116686255"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1973","17.68661478"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1974","13.821311441"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1975","16.911051628"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1976","22.151731166"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1977","14.43999698"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1978","11.863017896"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1979","28.194682367"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1980","11.569914685"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1981","16.472601282"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1982","20.300584409"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1983","14.542032397"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1984","20.080579919"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1985","14.875207986"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1986","26.289282236"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1987","22.8867349"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1988","20.382109425"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1989","26.199833173"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1990","26.41102558"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1991","27.410285959"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1992","24.975656505"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1993","40.027940986"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1994","22.126508758"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1995","9.8160314371"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1996","21.086401582"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1997","33.568393222"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1998","22.648302999"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","1999","14.783968232"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","2000","26.801343087"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","2001","15.975912252"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","2002","16.977184221"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","2003","15.953917254"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","2004","26.805854055"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","2005","16.926882009"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","2006","23.759170055"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","2007","6.9419462719"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","2008","9.1764653352"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","2009","5.9715448287"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","2010","34.97617871"
"Sockeye (lake and river)","Fraser","Assessment Region","reg_runsize_relative","2011","18.273584521"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1957","23531.25"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1961","15700"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1962","35000"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1963","24625"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1964","20250"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1965","18450"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1966","18575"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1967","17541.666667"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1968","28500"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1969","35000"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1970","25875"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1972","12250"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1973","22083.333333"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1974","23250"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1975","19375"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1976","25400"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1977","27500"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1978","13500"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1979","12250"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1980","16808.333333"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1981","11666.666667"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1982","13687.5"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1983","12500"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1984","12291.666667"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1985","23833.333333"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1986","7604.1666667"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1987","9875"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1988","16437.5"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1991","3675"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1992","8810"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1994","6100"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1995","5000"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1996","17550"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1998","15000"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","1999","14250"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","2000","14125"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","2001","6437"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","2002","7020.8333333"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","2003","8000"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","2004","8428"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","2006","14676.833333"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","2008","7353"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","2010","13463.5"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","2012","14480.4"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","2013","10250"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","2014","13895.833333"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","2015","12395.833333"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","2016","11395.833333"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_raw","2017","10500"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1957","27.376984127"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1961","28.601587302"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1962","50.988095238"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1963","44.726190476"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1964","30.273809524"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1965","37.48015873"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1966","36.708730159"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1967","42.33994709"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1968","51.62037037"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1969","61.30952381"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1970","42.773809524"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1972","25.595238095"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1973","38.026455026"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1974","34.666666667"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1975","25.531746032"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1976","33.217460317"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1977","35.817460317"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1978","24.496825397"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1979","21.377777778"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1980","32.271693122"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1981","23.44510582"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1982","28.066137566"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1983","23.826719577"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1984","21.437169312"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1985","40.432539683"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1986","16.802910053"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1987","18.138888889"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1988","24.923280423"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1991","5.5142857143"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1992","13.883809524"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1994","11.311904762"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1995","10.90952381"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1996","25.806349206"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1998","28.158730159"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","1999","25.944444444"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","2000","26.185714286"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","2001","13.289111111"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","2002","13.491666667"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","2003","18.197619048"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","2004","13.897079365"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","2006","30.325111111"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","2008","13.893746032"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","2010","28.062783069"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","2012","28.515695238"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","2013","27.215555556"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","2014","24.48994709"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","2015","19.792063492"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","2016","23.593915344"
"Sockeye (lake and river)","Haida Gwaii","Assessment Region","reg_runsize_relative","2017","20.58015873"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","1982","131320.66667"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","1983","75917.571429"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","1984","64636"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","1985","106764.57143"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","1986","84841.166667"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","1987","88114.8"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","1988","59204.5"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","1989","58059.5"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","1990","69301.666667"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","1991","143438.83333"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","1992","317583.33333"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","1993","303268.5"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","1994","122462.5"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","1995","158836"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","1996","184971.4"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","1997","138180.4"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","1998","100288.6"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","1999","168629.6"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","2000","88049.2"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","2001","112291.25"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","2002","233327"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","2003","223172.5"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","2004","172429.75"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","2005","75523.333333"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","2006","74782.166667"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","2007","80350.5"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","2008","58554.8"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","2009","67973.285714"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","2010","52433.166667"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","2011","86019.2"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","2012","65104.5"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","2013","79734.833333"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","2014","60108.166667"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","2015","81396.142857"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","2016","42769"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_raw","2017","55186.75"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","1982","45.736438263"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","1983","18.08856025"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","1984","23.774294585"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","1985","39.664176291"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","1986","50.109562976"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","1987","20.278087352"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","1988","22.163423075"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","1989","44.47941582"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","1990","37.344424488"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","1991","25.735287318"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","1992","44.554901892"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","1993","59.205594398"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","1994","36.806677809"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","1995","23.650645981"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","1996","19.272025186"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","1997","42.654202316"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","1998","21.602761155"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","1999","34.891631042"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","2000","13.077248517"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","2001","18.865103812"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","2002","30.516028655"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","2003","58.604372803"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","2004","36.999930763"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","2005","35.223193458"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","2006","18.920013216"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","2007","27.890913342"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","2008","9.3870449759"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","2009","19.060055968"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","2010","10.987857159"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","2011","27.702763319"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","2012","15.922393762"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","2013","18.40358727"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","2014","19.855721478"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","2015","33.276680495"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","2016","32.14716401"
"Sockeye (lake and river)","Nass","Assessment Region","reg_runsize_relative","2017","12.88168977"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1960","40973.571429"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1961","141061.85714"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1962","103613.92308"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1963","67249.846154"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1964","119536"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1965","82903.333333"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1966","81163"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1967","172048.42857"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1968","110117.13333"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1969","112077.16667"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1970","90961.8125"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1971","156084.07692"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1972","110522.53333"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1973","137517.9375"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1974","179469.15385"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1975","86482.8"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1976","116152.08333"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1977","177009.15385"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1978","70217.066667"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1979","200279.23077"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1980","88075.466667"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1981","185805"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1982","249018.25"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1983","172484.55556"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1984","143477.66667"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1985","257405.46667"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1986","101260.69231"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1987","82813.5625"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1988","205831"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1989","153122.21429"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1990","141374.1875"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1991","170573.73333"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1992","242707"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1993","231827.13333"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1994","283491.875"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1995","304859.53846"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1996","416053.84615"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1997","246839.69231"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1998","79821"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","1999","53104"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","2000","304310.07143"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","2001","264861.05556"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","2002","72495.875"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","2003","92948.052632"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","2004","89626.941176"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","2005","52140.666667"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","2006","141333.29412"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","2007","110876.52941"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","2008","104234.58824"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","2009","44867.388889"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","2010","53304.176471"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","2011","99398.5"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","2012","107945.5625"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","2013","31024.785714"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","2014","193915.25"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","2015","125151.83333"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","2016","94526.444444"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","2017","51205.176471"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","2018","92559"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_raw","2019","38143.294118"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_relative","1960","12.21918104"
"Sockeye (lake and river)","Skeena","Assessment Region","reg_runsize_relative","1961","21.409950529"
