"","region","cu_name_dfo","cu_index","species_abbr"
"393","Haida Gwaii","East Haida Gwaii","PKE-10","PKE"
"394","Haida Gwaii","West Haida Gwaii","PKE-11","PKE"
"395","Haida Gwaii","Haida Gwaii-North","CK-43","CK"
"396","Haida Gwaii","Haida Gwaii-East","CK-44","CK"
"397","Haida Gwaii","Haida Gwaii-East","CO-23","CO"
"398","Haida Gwaii","Haida Gwaii-West","CO-24","CO"
"399","Haida Gwaii","Haida Gwaii-Graham Island Lowlands","CO-25","CO"
"400","Haida Gwaii","North Haida Gwaii-Stanley Creek","CM-25","CM"
"401","Haida Gwaii","East HG","CM-21","CM"
"402","Haida Gwaii","North Haida Gwaii","CM-24","CM"
"403","Haida Gwaii","West Haida Gwaii","CM-23","CM"
"404","Haida Gwaii","Skidegate","CM-22","CM"
"405","Haida Gwaii","Haida Gwaii Winter",NA,"SH"
"406","Columbia","Osoyoos","SEL-01-01","SEL"
"407","Columbia","CK001-Okanagan_1.x","CK-1","CK"
"408","Columbia","Mid Columbia Summer",NA,"SH"
"409","Yukon","Big Salmon","CK-70","CK"
"410","Yukon","Nordenskiold","CK-71","CK"
"411","Yukon","Pelly","CK-72","CK"
"412","Yukon","Middle Yukon River and tributaries","CK-73","CK"
"413","Yukon","Stewart","CK-74","CK"
"414","Yukon","White and tributaries","CK-75","CK"
"415","Yukon","Northern Yukon River and tributaries","CK-76","CK"
"416","Yukon","Salmon Fork","CK-77","CK"
"417","Yukon","Porcupine (Chinook)","CK-78","CK"
"418","Yukon","Old Crow","CK-79","CK"
"419","Yukon","Upper Yukon River","CK-69","CK"
"420","Yukon","Yukon River-Teslin headwaters","CK-68","CK"
"421","Yukon","Porcupine River (coho)","CO-46","CO"
"422","Yukon","Middle Yukon","CM-42","CM"
"423","Yukon","N Yukon River","CM-43","CM"
"424","Yukon","White","CM-44","CM"
"425","Yukon","Donjek Kluane","CM-45","CM"
"426","Yukon","Porcupine River (chum)","CM-46","CM"
"427","Yukon","Stewart","CM-48","CM"
"428","Yukon","Teslin","CM-38","CM"
"429","Transboundary","Border","SEL-25-01","SEL"
"430","Transboundary","Christina","SEL-26-01","SEL"
"431","Transboundary","Tahltan","SEL-26-02","SEL"
"432","Transboundary","Kuthai","SEL-28-01","SEL"
"433","Transboundary","Little Trapper","SEL-28-02","SEL"
"434","Transboundary","Tatsamenie","SEL-28-03","SEL"
"435","Transboundary","Blanchard","SEL-30-01","SEL"
"436","Transboundary","King Salmon","SEL-28-05","SEL"
"437","Transboundary","Chutine","SEL-26-03","SEL"
"438","Transboundary","Whiting","SEL-27-01","SEL"
"439","Transboundary","Klukshu","SEL-30-02","SEL"
"440","Transboundary","Nesketahin","SEL-30-03","SEL"
"441","Transboundary","Alsek River","SER-24","SER"
"442","Transboundary","Chilkat River","SER-023","SER"
"443","Transboundary","Northern Transboundary Fjords","SER-22","SER"
"444","Transboundary","Transboundary Fjords","PKO-19","PKO"
"445","Transboundary","Transboundary Fjords","PKE-13","PKE"
"446","Transboundary","Alsek","CK-67","CK"
"447","Transboundary","Lynn Canal","CK-66","CK"
"448","Transboundary","Taku-Early Timing","CK-63","CK"
"449","Transboundary","Taku-Mid Timing","CK-64","CK"
"450","Transboundary","Taku-Late Timing","CK-65","CK"
"451","Transboundary","Whiting","CK-62","CK"
"452","Transboundary","Stikine-Early Timing","CK-60","CK"
"453","Transboundary","Stikine-Late Timing","CK-61","CK"
"454","Transboundary","Unuk","CK-59","CK"
"455","Transboundary","Alsek River","CO-45","CO"
"456","Transboundary","Lynn Canal","CO-44","CO"
"457","Transboundary","Taku-Late Timing","CO-42","CO"
"458","Transboundary","Whiting River","CO-40","CO"
"459","Transboundary","Lower Stikine","CO-39","CO"
"460","Transboundary","Unuk River","CO-38","CO"
"461","Transboundary","Taku-Early Timing","CO-41","CO"
"462","Transboundary","Taku-Mid Timing","CO-43","CO"
"463","Transboundary","Lynn Canal","CM-37","CM"
"464","Transboundary","Taku","CM-36","CM"
"465","Transboundary","Whiting","CM-35","CM"
"466","Transboundary","Unuk","CM-33","CM"
"467","Transboundary","Lower Stikine","CM-34","CM"
"468","Transboundary","Alsek Summer",NA,"SH"
"469","Transboundary","Taku Summer",NA,"SH"
"470","Transboundary","Taku Winter",NA,"SH"
"471","Transboundary","Stikine Summer",NA,"SH"
"472","Transboundary","Stikine Winter",NA,"SH"
