"region","species","year","spawners","smoothedSpawners","expansion_factor1","expansion_factor2"
"Nass","Pink",1964,392954.899436127,292716.119089902,1.43567101646357,1.2671674949731
"Nass","Pink",1965,277747.097900966,330366.588692546,1.06144,1.2671674949731
"Nass","Pink",1966,348864.527624697,311281.400196592,1.05726001797506,1.2671674949731
"Nass","Pink",1967,59517.2352644927,144095.288493674,1.06144,1.2671674949731
"Nass","Pink",1968,243718.034574601,120438.463963869,1.06144,1.2671674949731
"Nass","Pink",1969,52186.8639155326,112778.011616209,1.06144,1.2671674949731
"Nass","Pink",1970,335198.185495381,132260.886475106,1.3221319779139,1.2671674949731
"Nass","Pink",1971,158693.31663043,230637.620055281,1.0572788577729,1.2671674949731
"Nass","Pink",1972,372616.865834407,243170.323583487,1.31568207274877,1.2671674949731
"Nass","Pink",1973,83937.4521429752,176851.661975908,1.08147296025394,1.2671674949731
"Nass","Pink",1974,106075.066149548,94359.2644550106,1.06298888846339,1.2671674949731
"Nass","Pink",1975,172089.128054498,135108.717860836,1.08212064894953,1.2671674949731
"Nass","Pink",1976,182917.237162362,177420.595899712,1.03849834509822,1.2671674949731
"Nass","Pink",1977,210314.040593699,196137.867944597,1.04286381878977,1.2671674949731
"Nass","Pink",1978,448215.905017908,307027.845712205,1.00759095937117,1.2671674949731
"Nass","Pink",1979,55977.5801226829,158398.364055317,1.08206637803217,1.2671674949731
"Nass","Pink",1980,133117.761735272,86322.7094876451,1.00759095937117,1.2671674949731
"Nass","Pink",1981,212746.207447386,168286.359973302,1.02670019620664,1.2671674949731
"Nass","Pink",1982,502582.696779576,326990.15683738,1.01788526564454,1.2671674949731
"Nass","Pink",1983,626728.942294869,561233.571669021,1.01788526564454,1.2671674949731
"Nass","Pink",1984,538704.581300437,581052.280305158,1,1.2671674949731
"Nass","Pink",1985,527395.111407802,533019.852041964,1,1.2671674949731
"Nass","Pink",1986,387753.253461767,452215.844822145,1,1.2671674949731
"Nass","Pink",1987,388592.704378336,388172.751998652,1.00578046072899,1.2671674949731
"Nass","Pink",1988,176928.261485618,262207.993035403,1,1.2671674949731
"Nass","Pink",1989,679898.719427814,346833.242949204,1,1.2671674949731
"Nass","Pink",1990,173429.593131526,343386.892995366,1.25104191119262,1.2671674949731
"Nass","Pink",1991,430456.79804236,273228.745459159,1,1.2671674949731
"Nass","Pink",1992,227021.219792015,312606.505625429,1.02061343971073,1.2671674949731
"Nass","Pink",1993,383571.600728356,295091.329379443,1,1.2671674949731
"Nass","Pink",1994,160203.418221503,247890.059440422,1.02822468994612,1.2671674949731
"Nass","Pink",1995,420172.978538322,259447.773947184,1.01775446273832,1.2671674949731
"Nass","Pink",1996,376316.884422617,397640.775326314,1.26776886257958,1.2671674949731
"Nass","Pink",1997,266295.901090408,316562.227425913,1.06682428053939,1.2671674949731
"Nass","Pink",1998,173622.12809022,215022.931449228,1.04393086698286,1.2671674949731
"Nass","Pink",1999,544105.766351616,307357.77371026,1.03666684728302,1.2671674949731
"Nass","Pink",2000,393965.67463938,462989.195679436,1.04907074028331,1.2671674949731
"Nass","Pink",2001,953796.973466248,612995.324713516,1,1.2671674949731
"Nass","Pink",2002,943731.958930116,948751.11920404,1.64201099834019,1.2671674949731
"Nass","Pink",2003,1008249.36682955,975457.405552953,1.04151377757247,1.2671674949731
"Nass","Pink",2004,958708.704007263,983167.047753992,1.60665990531402,1.2671674949731
"Nass","Pink",2005,1160160.95264565,1054635.6732781,1.02952270296809,1.2671674949731
"Nass","Pink",2006,251005.832370268,539636.141860703,1.70541694863659,1.2671674949731
"Nass","Pink",2007,720333.176371029,425215.037973646,1.02602763170149,1.2671674949731
"Nass","Pink",2008,98311.1343217033,266114.207923199,1.64201099834019,1.2671674949731
"Nass","Pink",2009,765581.085887892,274344.93793194,1.03933810130625,1.2671674949731
"Nass","Pink",2010,424508.020175451,570083.60005708,1.77870816175661,1.2671674949731
"Nass","Pink",2011,132661.147228277,237309.336023848,1.93156994027857,1.2671674949731
"Nass","Pink",2012,602803.654238301,282787.242153267,1.5643451244194,1.2671674949731
"Nass","Pink",2013,935394.00387123,750905.402621511,1.82274947410021,1.2671674949731
"Nass","Pink",2014,776496.075000377,852249.829911921,1.92202788151061,1.2671674949731
"Nass","Pink",2015,495447.315290311,620252.283907444,2.14012515068457,1.2671674949731
"Nass","Pink",2016,827823.783269577,640424.133644556,15.0554661801657,1.2671674949731
"Nass","Pink",2017,948558.62153599,886137.340784654,17.0605577753923,1.2671674949731
"Nass","Pink",2018,303265.48015443,536344.18596153,1.73308728110614,1.2671674949731
"Nass","Pink",2019,165935.685306656,224326.916082928,1.13369822061145,1.2671674949731
"Nass","Pink",2020,315275.002609163,228725.542119828,2.1787933013616,1.2671674949731
"Nass","Pink",2021,509857.082924345,400930.409359621,1.20056829925879,1.2671674949731
"Nass","Sockeye",1950,17050.8945974987,17050.8945974987,20.7979797979798,1.09311223257398
"Nass","Sockeye",1951,34101.7891949974,24113.6063903768,20.7979797979798,1.09311223257398
"Nass","Sockeye",1952,341017.891949974,58313.2392620847,20.7979797979798,1.09311223257398
"Nass","Sockeye",1953,170508.945974987,76253.9187943819,20.7979797979798,1.09311223257398
"Nass","Sockeye",1954,17050.8945974987,56514.4060979202,20.7979797979798,1.09311223257398
"Nass","Sockeye",1955,34101.7891949974,64918.0053183154,20.7979797979798,1.09311223257398
"Nass","Sockeye",1956,170508.945974987,89569.2975005766,20.7979797979798,1.09311223257398
"Nass","Sockeye",1957,204958.543607621,80897.8426566174,1,1.09311223257398
"Nass","Sockeye",1958,93461.0958850753,71732.1222696846,1,1.09311223257398
"Nass","Sockeye",1959,39352.0403726633,84792.5501914176,1,1.09311223257398
"Nass","Sockeye",1960,219105.11944866,123007.833391572,33.4069264069264,1.09311223257398
"Nass","Sockeye",1961,109552.55972433,112592.079677376,33.4069264069264,1.09311223257398
"Nass","Sockeye",1962,27388.1399310825,75281.30575995,33.4069264069264,1.09311223257398
"Nass","Sockeye",1963,54776.279862165,67651.8186936775,33.4069264069264,1.09311223257398
"Nass","Sockeye",1964,125161.350629721,85266.8213878245,1,1.09311223257398
"Nass","Sockeye",1965,110950.891606259,74417.6116606169,1,1.09311223257398
"Nass","Sockeye",1966,74532.7644658243,68900.2293959299,1,1.09311223257398
"Nass","Sockeye",1967,48947.3795501977,77384.5122308754,1,1.09311223257398
"Nass","Sockeye",1968,82234.8332565406,83935.6979331618,1,1.09311223257398
"Nass","Sockeye",1969,148147.314656286,86814.3293319771,1,1.09311223257398
"Nass","Sockeye",1970,88080.7974763462,82897.5132489952,1,1.09311223257398
"Nass","Sockeye",1971,211160.862415246,102092.712393836,1,1.09311223257398
"Nass","Sockeye",1972,144173.931648665,126714.467071918,1.01828274963839,1.09311223257398
"Nass","Sockeye",1973,261162.687210434,159660.418711435,1.01828274963839,1.09311223257398
"Nass","Sockeye",1974,183949.351633482,166724.014655485,1.01828274963839,1.09311223257398
"Nass","Sockeye",1975,59350.5286676043,154066.008153832,1,1.09311223257398
"Nass","Sockeye",1976,113169.909438384,135997.31633099,1,1.09311223257398
"Nass","Sockeye",1977,273661.740537129,154595.1293547,1,1.09311223257398
"Nass","Sockeye",1978,124087.914417333,133216.947567817,1,1.09311223257398
"Nass","Sockeye",1979,221355.227096231,138241.291483154,1,1.09311223257398
"Nass","Sockeye",1980,158501.273723227,168251.682334048,1,1.09311223257398
"Nass","Sockeye",1981,236869.769013154,195036.165094814,1,1.09311223257398
"Nass","Sockeye",1982,274371.170376069,195137.181204301,1,1.09311223257398
"Nass","Sockeye",1983,188015.304002725,212047.311455159,1,1.09311223257398
"Nass","Sockeye",1984,159375.763509286,198563.43157624,1,1.09311223257398
"Nass","Sockeye",1985,322099.729786947,228818.318855235,1,1.09311223257398
"Nass","Sockeye",1986,127394.578920869,202124.543803196,1,1.09311223257398
"Nass","Sockeye",1987,158489.249488669,181113.7068314,1,1.09311223257398
"Nass","Sockeye",1988,128969.753648009,167961.696705463,1,1.09311223257398
"Nass","Sockeye",1989,56076.6575310452,136295.720986651,1,1.09311223257398
"Nass","Sockeye",1990,132795.646462017,114161.828657144,1,1.09311223257398
"Nass","Sockeye",1991,273857.407626759,133044.101762112,1,1.09311223257398
"Nass","Sockeye",1992,647579.362597012,176300.792279234,1,1.09311223257398
"Nass","Sockeye",1993,437682.137922622,225106.717193476,1,1.09311223257398
"Nass","Sockeye",1994,173232.529571306,282070.663484942,1.00295193283192,1.09311223257398
"Nass","Sockeye",1995,226988.034430685,313994.286342366,1,1.09311223257398
"Nass","Sockeye",1996,199623.602616306,294753.672341266,1.00295193283192,1.09311223257398
"Nass","Sockeye",1997,173974.751092221,226619.80914263,1.00295193283192,1.09311223257398
"Nass","Sockeye",1998,179717.374912831,189663.656098487,1.00295193283192,1.09311223257398
"Nass","Sockeye",1999,197724.743422474,194746.845986126,1.00295193283192,1.09311223257398
"Nass","Sockeye",2000,152755.158733361,179915.681051401,1.01971179629125,1.09311223257398
"Nass","Sockeye",2001,128650.564876097,164781.699921679,1,1.09311223257398
"Nass","Sockeye",2002,363997.628549275,190999.154563776,1,1.09311223257398
"Nass","Sockeye",2003,218029.979684741,198525.671877497,1,1.09311223257398
"Nass","Sockeye",2004,155126.836261271,189121.915285561,1,1.09311223257398
"Nass","Sockeye",2005,159187.748205284,190688.546392533,1,1.09311223257398
"Nass","Sockeye",2006,161522.635934062,199567.10041598,1,1.09311223257398
"Nass","Sockeye",2007,121781.447606602,160319.172642964,1,1.09311223257398
