"region","species","year","spawners","spawners_short_trend","spawners_long_trend","total_return","total_return_short_trend","total_return_long_trend"
"Skeena","Pink",1975,13.2,NA,9.1,NA,NA,NA
"Skeena","Pink",1976,53.8,NA,8.2,NA,NA,NA
"Skeena","Pink",1977,8.8,NA,7.4,NA,NA,NA
"Skeena","Pink",1978,14.3,NA,6.5,NA,NA,NA
"Skeena","Pink",1979,-14.5,NA,5.7,NA,NA,NA
"Skeena","Pink",1980,-15.6,NA,4.9,NA,NA,NA
"Skeena","Pink",1981,41.4,NA,4,NA,NA,NA
"Skeena","Pink",1982,36.8,NA,3.2,NA,NA,NA
"Skeena","Pink",1983,95.2,NA,2.4,NA,NA,NA
"Skeena","Pink",1984,145.7,NA,1.6,NA,NA,NA
"Skeena","Pink",1985,96.7,NA,0.8,NA,NA,NA
"Skeena","Pink",1986,145,NA,0,NA,NA,NA
"Skeena","Pink",1987,188.1,NA,-0.8,NA,NA,NA
"Skeena","Pink",1988,91.6,NA,-1.6,NA,NA,NA
"Skeena","Pink",1989,132.6,NA,-2.3,NA,NA,NA
"Skeena","Pink",1990,327.8,NA,-3.1,NA,NA,NA
"Skeena","Pink",1991,381.6,NA,-3.9,NA,NA,NA
"Skeena","Pink",1992,158.1,NA,-4.6,NA,NA,NA
"Skeena","Pink",1993,1.7,NA,-5.4,NA,NA,NA
"Skeena","Pink",1994,-48.1,NA,-6.1,NA,NA,NA
"Skeena","Pink",1995,-12.4,NA,-6.9,NA,NA,NA
"Skeena","Pink",1996,182.2,NA,-7.6,NA,NA,NA
"Skeena","Pink",1997,33.5,NA,-8.3,NA,NA,NA
"Skeena","Pink",1998,-55.1,NA,-9.1,NA,NA,NA
"Skeena","Pink",1999,-33.3,NA,-9.8,NA,NA,NA
"Skeena","Pink",2000,-10.3,NA,-10.5,NA,NA,NA
"Skeena","Pink",2001,4.6,NA,-11.2,NA,NA,NA
"Skeena","Pink",2002,54.5,NA,-11.9,NA,NA,NA
"Skeena","Pink",2003,88.5,NA,-12.6,NA,NA,NA
"Skeena","Pink",2004,77.6,NA,-13.3,NA,NA,NA
"Skeena","Pink",2005,67.4,NA,-14,NA,NA,NA
"Skeena","Pink",2006,-29,NA,-14.7,NA,NA,NA
"Skeena","Pink",2007,-48.9,NA,-15.3,NA,NA,NA
"Skeena","Pink",2008,-58.4,NA,-16,NA,NA,NA
"Skeena","Pink",2009,-18.3,NA,-16.7,NA,NA,NA
"Skeena","Pink",2010,63.5,NA,-17.3,NA,NA,NA
"Skeena","Pink",2011,-45.3,NA,-18,NA,NA,NA
"Skeena","Pink",2012,-51.9,NA,-18.6,NA,NA,NA
"Skeena","Pink",2013,-0.2,NA,-19.3,NA,NA,NA
"Skeena","Pink",2014,147.7,NA,-19.9,NA,NA,NA
"Skeena","Pink",2015,14.2,NA,-20.5,NA,NA,NA
"Skeena","Pink",2016,-68.2,NA,-21.2,NA,NA,NA
"Skeena","Pink",2017,-62.9,-89,-21.8,NA,NA,NA
"Skeena","Pink",2018,-86.5,-85.1,-22.4,NA,NA,NA
"Skeena","Pink",2019,-93.5,-79.8,-23,NA,NA,NA
"Skeena","Pink",2020,-90,-72.6,-23.6,NA,NA,NA
"Skeena","Pink",2021,-70.8,-62.8,-24.2,NA,NA,NA
"Skeena","Pink",2022,79.7,-49.6,-24.8,NA,NA,NA
"Central Coast","Chinook",1950,-6.2,NA,12.4,NA,NA,NA
"Central Coast","Chinook",1951,-10.7,NA,12.1,NA,NA,NA
"Central Coast","Chinook",1952,11.8,NA,11.7,NA,NA,NA
"Central Coast","Chinook",1953,-0.8,NA,11.4,NA,NA,NA
"Central Coast","Chinook",1954,2.6,NA,11,NA,NA,NA
"Central Coast","Chinook",1955,2.7,NA,10.6,NA,NA,NA
"Central Coast","Chinook",1956,23.6,NA,10.3,NA,NA,NA
"Central Coast","Chinook",1957,12.5,NA,9.9,NA,NA,NA
"Central Coast","Chinook",1958,41,NA,9.6,NA,NA,NA
"Central Coast","Chinook",1959,36,NA,9.2,NA,NA,NA
"Central Coast","Chinook",1960,32.1,NA,8.8,NA,NA,NA
"Central Coast","Chinook",1961,12,NA,8.5,NA,NA,NA
"Central Coast","Chinook",1962,0.4,NA,8.1,NA,NA,NA
"Central Coast","Chinook",1963,-5.5,NA,7.8,NA,NA,NA
"Central Coast","Chinook",1964,5.8,NA,7.4,NA,NA,NA
"Central Coast","Chinook",1965,17.7,NA,7.1,NA,NA,NA
"Central Coast","Chinook",1966,17.5,NA,6.7,NA,NA,NA
"Central Coast","Chinook",1967,38.3,NA,6.4,NA,NA,NA
"Central Coast","Chinook",1968,31.7,NA,6,NA,NA,NA
"Central Coast","Chinook",1969,9.1,NA,5.7,NA,NA,NA
"Central Coast","Chinook",1970,-9.2,NA,5.4,NA,NA,NA
"Central Coast","Chinook",1971,0.7,NA,5,NA,NA,NA
"Central Coast","Chinook",1972,-6.6,NA,4.7,NA,NA,NA
"Central Coast","Chinook",1973,-11.8,NA,4.3,NA,NA,NA
"Central Coast","Chinook",1974,0.3,NA,4,NA,NA,NA
"Central Coast","Chinook",1975,-0.4,NA,3.7,NA,NA,NA
"Central Coast","Chinook",1976,-12.2,NA,3.3,NA,NA,NA
"Central Coast","Chinook",1977,-15.6,NA,3,NA,NA,NA
"Central Coast","Chinook",1978,-13.7,NA,2.6,NA,NA,NA
"Central Coast","Chinook",1979,-28.1,NA,2.3,NA,NA,NA
"Central Coast","Chinook",1980,-27.2,NA,2,NA,NA,NA
"Central Coast","Chinook",1981,-33,NA,1.6,NA,NA,NA
"Central Coast","Chinook",1982,-37.1,NA,1.3,NA,NA,NA
"Central Coast","Chinook",1983,-43.7,NA,1,NA,NA,NA
"Central Coast","Chinook",1984,-36,NA,0.7,NA,NA,NA
"Central Coast","Chinook",1985,-22.7,NA,0.3,NA,NA,NA
"Central Coast","Chinook",1986,-6.3,NA,0,NA,NA,NA
"Central Coast","Chinook",1987,3.3,NA,-0.3,NA,NA,NA
"Central Coast","Chinook",1988,13.4,NA,-0.6,NA,NA,NA
"Central Coast","Chinook",1989,18.7,NA,-1,NA,NA,NA
"Central Coast","Chinook",1990,10.8,NA,-1.3,NA,NA,NA
"Central Coast","Chinook",1991,7.1,NA,-1.6,NA,NA,NA
"Central Coast","Chinook",1992,21.4,NA,-1.9,NA,NA,NA
"Central Coast","Chinook",1993,45.5,NA,-2.3,NA,NA,NA
"Central Coast","Chinook",1994,55.7,NA,-2.6,NA,NA,NA
"Central Coast","Chinook",1995,69.8,NA,-2.9,NA,NA,NA
"Central Coast","Chinook",1996,73.3,NA,-3.2,NA,NA,NA
"Central Coast","Chinook",1997,56.4,NA,-3.5,NA,NA,NA
"Central Coast","Chinook",1998,40.4,NA,-3.8,NA,NA,NA
"Central Coast","Chinook",1999,33.1,NA,-4.1,NA,NA,NA
"Central Coast","Chinook",2000,31,NA,-4.5,NA,NA,NA
"Central Coast","Chinook",2001,34,NA,-4.8,NA,NA,NA
"Central Coast","Chinook",2002,33.4,NA,-5.1,NA,NA,NA
"Central Coast","Chinook",2003,23.4,NA,-5.4,NA,NA,NA
"Central Coast","Chinook",2004,19.7,NA,-5.7,NA,NA,NA
"Central Coast","Chinook",2005,13.6,NA,-6,NA,NA,NA
"Central Coast","Chinook",2006,14.2,NA,-6.3,NA,NA,NA
"Central Coast","Chinook",2007,9.7,NA,-6.6,NA,NA,NA
"Central Coast","Chinook",2008,4,-1.8,-6.9,NA,NA,NA
"Central Coast","Chinook",2009,-3.9,-5.3,-7.2,NA,NA,NA
"Central Coast","Chinook",2010,-11.1,-8.6,-7.5,NA,NA,NA
"Central Coast","Chinook",2011,-24.7,-11.8,-7.8,NA,NA,NA
"Central Coast","Chinook",2012,-32.2,-14.9,-8.1,NA,NA,NA
"Central Coast","Chinook",2013,-21.3,-17.9,-8.4,NA,NA,NA
"Central Coast","Chinook",2014,-12.4,-20.8,-8.7,NA,NA,NA
"Central Coast","Chinook",2015,-11.8,-23.6,-9,NA,NA,NA
"Central Coast","Chinook",2016,-13.2,-26.3,-9.3,NA,NA,NA
"Central Coast","Chinook",2017,-21.5,-28.9,-9.6,NA,NA,NA
"Central Coast","Chinook",2018,-29.9,-31.4,-9.9,NA,NA,NA
"Central Coast","Chinook",2019,-23.2,-33.8,-10.2,NA,NA,NA
"Central Coast","Chinook",2020,-36.5,-36.1,-10.5,NA,NA,NA
"Central Coast","Chinook",2021,-44.5,-38.4,-10.8,NA,NA,NA
"Central Coast","Chinook",2022,-50.6,-40.6,-11.1,NA,NA,NA
"Central Coast","Chum",1950,47.7,NA,17,NA,NA,NA
"Central Coast","Chum",1951,47.4,NA,16.5,NA,NA,NA
"Central Coast","Chum",1952,49.3,NA,16,NA,NA,NA
"Central Coast","Chum",1953,52.5,NA,15.5,NA,NA,NA
"Central Coast","Chum",1954,49.2,NA,15,NA,NA,NA
"Central Coast","Chum",1955,22.7,NA,14.5,NA,NA,NA
"Central Coast","Chum",1956,4.8,NA,14,NA,NA,NA
"Central Coast","Chum",1957,-8.7,NA,13.5,NA,NA,NA
"Central Coast","Chum",1958,-4.8,NA,13,NA,NA,NA
"Central Coast","Chum",1959,-10.6,NA,12.5,NA,NA,NA
"Central Coast","Chum",1960,-13.2,NA,12,NA,NA,NA
"Central Coast","Chum",1961,-24.1,NA,11.5,NA,NA,NA
"Central Coast","Chum",1962,-29.8,NA,11.1,NA,NA,NA
"Central Coast","Chum",1963,-13.5,NA,10.6,NA,NA,NA
"Central Coast","Chum",1964,1.6,NA,10.1,NA,NA,NA
"Central Coast","Chum",1965,-5,NA,9.6,NA,NA,NA
"Central Coast","Chum",1966,6,NA,9.1,NA,NA,NA
"Central Coast","Chum",1967,3.2,NA,8.7,NA,NA,NA
"Central Coast","Chum",1968,14.2,NA,8.2,NA,NA,NA
"Central Coast","Chum",1969,32.8,NA,7.7,NA,NA,NA
"Central Coast","Chum",1970,26.1,NA,7.2,NA,NA,NA
"Central Coast","Chum",1971,16.2,NA,6.8,NA,NA,NA
"Central Coast","Chum",1972,8.6,NA,6.3,NA,NA,NA
"Central Coast","Chum",1973,38.5,NA,5.8,NA,NA,NA
"Central Coast","Chum",1974,33.6,NA,5.4,NA,NA,NA
"Central Coast","Chum",1975,24.3,NA,4.9,NA,NA,NA
"Central Coast","Chum",1976,-1.6,NA,4.5,NA,NA,NA
"Central Coast","Chum",1977,-22.8,NA,4,NA,NA,NA
"Central Coast","Chum",1978,-26.6,NA,3.6,NA,NA,NA
"Central Coast","Chum",1979,-23.4,NA,3.1,NA,NA,NA
"Central Coast","Chum",1980,-19.6,NA,2.7,NA,NA,NA
"Central Coast","Chum",1981,-20.3,NA,2.2,NA,NA,NA
"Central Coast","Chum",1982,-18.3,NA,1.8,NA,NA,NA
"Central Coast","Chum",1983,-16.8,NA,1.3,NA,NA,NA
"Central Coast","Chum",1984,-16.5,NA,0.9,NA,NA,NA
"Central Coast","Chum",1985,-4.7,NA,0.4,NA,NA,NA
"Central Coast","Chum",1986,5.8,NA,0,NA,NA,NA
"Central Coast","Chum",1987,9.8,NA,-0.4,NA,NA,NA
"Central Coast","Chum",1988,33.5,NA,-0.9,NA,NA,NA
"Central Coast","Chum",1989,28.1,NA,-1.3,NA,NA,NA
"Central Coast","Chum",1990,20.4,NA,-1.7,NA,NA,NA
"Central Coast","Chum",1991,17.1,NA,-2.2,NA,NA,NA
"Central Coast","Chum",1992,-13.4,NA,-2.6,NA,NA,NA
"Central Coast","Chum",1993,-22.5,NA,-3,NA,NA,NA
"Central Coast","Chum",1994,-26.6,NA,-3.4,NA,NA,NA
"Central Coast","Chum",1995,-14.2,NA,-3.9,NA,NA,NA
"Central Coast","Chum",1996,7.5,NA,-4.3,NA,NA,NA
"Central Coast","Chum",1997,18.6,NA,-4.7,NA,NA,NA
"Central Coast","Chum",1998,42.8,NA,-5.1,NA,NA,NA
"Central Coast","Chum",1999,31.3,NA,-5.5,NA,NA,NA
"Central Coast","Chum",2000,22.1,NA,-5.9,NA,NA,NA
"Central Coast","Chum",2001,27.4,NA,-6.3,NA,NA,NA
"Central Coast","Chum",2002,17.4,NA,-6.8,NA,NA,NA
"Central Coast","Chum",2003,43.2,NA,-7.2,NA,NA,NA
"Central Coast","Chum",2004,71,NA,-7.6,NA,NA,NA
"Central Coast","Chum",2005,67.2,NA,-8,NA,NA,NA
"Central Coast","Chum",2006,52.2,NA,-8.4,NA,NA,NA
"Central Coast","Chum",2007,14,NA,-8.8,NA,NA,NA
"Central Coast","Chum",2008,-25.6,NA,-9.2,NA,NA,NA
"Central Coast","Chum",2009,-36.9,NA,-9.6,NA,NA,NA
"Central Coast","Chum",2010,-52.1,NA,-10,NA,NA,NA
"Central Coast","Chum",2011,-42.6,-4,-10.3,NA,NA,NA
"Central Coast","Chum",2012,-23.5,-7.7,-10.7,NA,NA,NA
"Central Coast","Chum",2013,-10.5,-11.2,-11.1,NA,NA,NA
"Central Coast","Chum",2014,1.1,-14.6,-11.5,NA,NA,NA
"Central Coast","Chum",2015,2.9,-17.8,-11.9,NA,NA,NA
"Central Coast","Chum",2016,4.6,-20.9,-12.3,NA,NA,NA
"Central Coast","Chum",2017,0.4,-23.9,-12.7,NA,NA,NA
"Central Coast","Chum",2018,8.4,-26.8,-13,NA,NA,NA
"Central Coast","Chum",2019,-8.4,-29.6,-13.4,NA,NA,NA
"Central Coast","Chum",2020,-47.8,-32.3,-13.8,NA,NA,NA
"Central Coast","Chum",2021,-55,-34.9,-14.2,NA,NA,NA
"Central Coast","Chum",2022,-52.8,-37.3,-14.6,NA,NA,NA
"Central Coast","Coho",1950,18.6,NA,29.5,NA,NA,NA
"Central Coast","Coho",1951,30.2,NA,28.6,NA,NA,NA
"Central Coast","Coho",1952,15.3,NA,27.7,NA,NA,NA
"Central Coast","Coho",1953,7.2,NA,26.7,NA,NA,NA
"Central Coast","Coho",1954,22.9,NA,25.8,NA,NA,NA
"Central Coast","Coho",1955,20.1,NA,24.9,NA,NA,NA
"Central Coast","Coho",1956,51.1,NA,24,NA,NA,NA
"Central Coast","Coho",1957,93.1,NA,23.2,NA,NA,NA
"Central Coast","Coho",1958,65.9,NA,22.3,NA,NA,NA
"Central Coast","Coho",1959,91.3,NA,21.4,NA,NA,NA
"Central Coast","Coho",1960,59.7,NA,20.5,NA,NA,NA
"Central Coast","Coho",1961,52.2,NA,19.7,NA,NA,NA
"Central Coast","Coho",1962,60.7,NA,18.8,NA,NA,NA
"Central Coast","Coho",1963,58.4,NA,18,NA,NA,NA
"Central Coast","Coho",1964,98.3,NA,17.1,NA,NA,NA
"Central Coast","Coho",1965,99.5,NA,16.3,NA,NA,NA
"Central Coast","Coho",1966,112,NA,15.4,NA,NA,NA
"Central Coast","Coho",1967,60.2,NA,14.6,NA,NA,NA
"Central Coast","Coho",1968,44.6,NA,13.8,NA,NA,NA
"Central Coast","Coho",1969,1.5,NA,13,NA,NA,NA
"Central Coast","Coho",1970,-8.9,NA,12.2,NA,NA,NA
"Central Coast","Coho",1971,-7.4,NA,11.4,NA,NA,NA
"Central Coast","Coho",1972,-21.6,NA,10.6,NA,NA,NA
"Central Coast","Coho",1973,-5.7,NA,9.8,NA,NA,NA
"Central Coast","Coho",1974,-14.9,NA,9,NA,NA,NA
"Central Coast","Coho",1975,-10.3,NA,8.2,NA,NA,NA
"Central Coast","Coho",1976,-0.1,NA,7.4,NA,NA,NA
"Central Coast","Coho",1977,-3.2,NA,6.7,NA,NA,NA
"Central Coast","Coho",1978,0.3,NA,5.9,NA,NA,NA
"Central Coast","Coho",1979,1,NA,5.2,NA,NA,NA
"Central Coast","Coho",1980,-20,NA,4.4,NA,NA,NA
"Central Coast","Coho",1981,-26.5,NA,3.7,NA,NA,NA
"Central Coast","Coho",1982,-36.3,NA,2.9,NA,NA,NA
"Central Coast","Coho",1983,-40.5,NA,2.2,NA,NA,NA
"Central Coast","Coho",1984,-28.7,NA,1.4,NA,NA,NA
"Central Coast","Coho",1985,-26.9,NA,0.7,NA,NA,NA
"Central Coast","Coho",1986,-9.9,NA,0,NA,NA,NA
"Central Coast","Coho",1987,-18.8,NA,-0.7,NA,NA,NA
"Central Coast","Coho",1988,-29.9,NA,-1.4,NA,NA,NA
"Central Coast","Coho",1989,-36.2,NA,-2.1,NA,NA,NA
"Central Coast","Coho",1990,-42.9,NA,-2.8,NA,NA,NA
"Central Coast","Coho",1991,-37,NA,-3.5,NA,NA,NA
"Central Coast","Coho",1992,-40.9,NA,-4.2,NA,NA,NA
"Central Coast","Coho",1993,-39.6,NA,-4.9,NA,NA,NA
"Central Coast","Coho",1994,-41.4,NA,-5.6,NA,NA,NA
"Central Coast","Coho",1995,-39.5,NA,-6.3,NA,NA,NA
"Central Coast","Coho",1996,-43.2,NA,-6.9,NA,NA,NA
"Central Coast","Coho",1997,-47.3,NA,-7.6,NA,NA,NA
"Central Coast","Coho",1998,-28.9,NA,-8.3,NA,NA,NA
"Central Coast","Coho",1999,-27.7,NA,-8.9,NA,NA,NA
"Central Coast","Coho",2000,-9.1,NA,-9.6,NA,NA,NA
"Central Coast","Coho",2001,43.5,NA,-10.2,NA,NA,NA
"Central Coast","Coho",2002,29.2,NA,-10.9,NA,NA,NA
"Central Coast","Coho",2003,49.4,NA,-11.5,NA,NA,NA
"Central Coast","Coho",2004,65.6,NA,-12.1,NA,NA,NA
"Central Coast","Coho",2005,39.6,NA,-12.8,NA,NA,NA
"Central Coast","Coho",2006,16,NA,-13.4,NA,NA,NA
"Central Coast","Coho",2007,-5.7,NA,-14,NA,NA,NA
"Central Coast","Coho",2008,-22.4,NA,-14.6,NA,NA,NA
"Central Coast","Coho",2009,-6.7,NA,-15.2,NA,NA,NA
"Central Coast","Coho",2010,5,NA,-15.8,NA,NA,NA
"Central Coast","Coho",2011,27.5,40,-16.4,NA,NA,NA
"Central Coast","Coho",2012,40.6,30.4,-17,NA,NA,NA
"Central Coast","Coho",2013,12.9,21.4,-17.6,NA,NA,NA
"Central Coast","Coho",2014,17,13.1,-18.2,NA,NA,NA
"Central Coast","Coho",2015,5.8,5.4,-18.8,NA,NA,NA
"Central Coast","Coho",2016,5.2,-1.9,-19.4,NA,NA,NA
"Central Coast","Coho",2017,5.5,-8.6,-20,NA,NA,NA
"Central Coast","Coho",2018,-12.2,-14.9,-20.5,NA,NA,NA
"Central Coast","Coho",2019,-27.9,-20.7,-21.1,NA,NA,NA
"Central Coast","Coho",2020,-35.2,-26.1,-21.7,NA,NA,NA
"Central Coast","Coho",2021,-36,-31.2,-22.2,NA,NA,NA
"Central Coast","Coho",2022,-28.5,-35.9,-22.8,NA,NA,NA
"Central Coast","Pink",1950,-58.9,NA,-20.2,NA,NA,NA
"Central Coast","Pink",1951,-31.6,NA,-19.7,NA,NA,NA
"Central Coast","Pink",1952,-4.2,NA,-19.2,NA,NA,NA
"Central Coast","Pink",1953,-39.8,NA,-18.7,NA,NA,NA
"Central Coast","Pink",1954,-56.2,NA,-18.2,NA,NA,NA
"Central Coast","Pink",1955,-55.5,NA,-17.7,NA,NA,NA
"Central Coast","Pink",1956,-36.1,NA,-17.2,NA,NA,NA
"Central Coast","Pink",1957,-24.6,NA,-16.6,NA,NA,NA
"Central Coast","Pink",1958,-48,NA,-16.1,NA,NA,NA
"Central Coast","Pink",1959,-48.1,NA,-15.6,NA,NA,NA
"Central Coast","Pink",1960,-7.7,NA,-15,NA,NA,NA
"Central Coast","Pink",1961,37.8,NA,-14.5,NA,NA,NA
"Central Coast","Pink",1962,144.9,NA,-14,NA,NA,NA
"Central Coast","Pink",1963,156.9,NA,-13.4,NA,NA,NA
"Central Coast","Pink",1964,46.9,NA,-12.9,NA,NA,NA
"Central Coast","Pink",1965,-15.3,NA,-12.3,NA,NA,NA
"Central Coast","Pink",1966,-11.6,NA,-11.8,NA,NA,NA
"Central Coast","Pink",1967,-45.9,NA,-11.2,NA,NA,NA
"Central Coast","Pink",1968,-35.1,NA,-10.7,NA,NA,NA
"Central Coast","Pink",1969,-28.4,NA,-10.1,NA,NA,NA
"Central Coast","Pink",1970,-53.5,NA,-9.5,NA,NA,NA
"Central Coast","Pink",1971,-25.7,NA,-9,NA,NA,NA
"Central Coast","Pink",1972,-1.5,NA,-8.4,NA,NA,NA
"Central Coast","Pink",1973,-23.6,NA,-7.8,NA,NA,NA
"Central Coast","Pink",1974,-31.7,NA,-7.2,NA,NA,NA
"Central Coast","Pink",1975,-30.5,NA,-6.7,NA,NA,NA
"Central Coast","Pink",1976,-24,NA,-6.1,NA,NA,NA
"Central Coast","Pink",1977,-11.8,NA,-5.5,NA,NA,NA
"Central Coast","Pink",1978,1.9,NA,-4.9,NA,NA,NA
"Central Coast","Pink",1979,58,NA,-4.3,NA,NA,NA
"Central Coast","Pink",1980,24.1,NA,-3.7,NA,NA,NA
"Central Coast","Pink",1981,5.3,NA,-3.1,NA,NA,NA
"Central Coast","Pink",1982,-36.1,NA,-2.5,NA,NA,NA
"Central Coast","Pink",1983,-21.6,NA,-1.9,NA,NA,NA
"Central Coast","Pink",1984,19.1,NA,-1.2,NA,NA,NA
"Central Coast","Pink",1985,62.9,NA,-0.6,NA,NA,NA
"Central Coast","Pink",1986,170.2,NA,0,NA,NA,NA
"Central Coast","Pink",1987,40.9,NA,0.6,NA,NA,NA
"Central Coast","Pink",1988,25.5,NA,1.3,NA,NA,NA
"Central Coast","Pink",1989,40.3,NA,1.9,NA,NA,NA
"Central Coast","Pink",1990,30.1,NA,2.5,NA,NA,NA
"Central Coast","Pink",1991,95.2,NA,3.2,NA,NA,NA
"Central Coast","Pink",1992,120.9,NA,3.8,NA,NA,NA
"Central Coast","Pink",1993,63.2,NA,4.5,NA,NA,NA
"Central Coast","Pink",1994,-28.8,NA,5.1,NA,NA,NA
"Central Coast","Pink",1995,-34.3,NA,5.8,NA,NA,NA
"Central Coast","Pink",1996,31.4,NA,6.5,NA,NA,NA
"Central Coast","Pink",1997,58.9,NA,7.1,NA,NA,NA
"Central Coast","Pink",1998,9.1,NA,7.8,NA,NA,NA
"Central Coast","Pink",1999,4.8,NA,8.5,NA,NA,NA
"Central Coast","Pink",2000,64.4,NA,9.2,NA,NA,NA
"Central Coast","Pink",2001,177.5,NA,9.9,NA,NA,NA
"Central Coast","Pink",2002,183,NA,10.6,NA,NA,NA
"Central Coast","Pink",2003,132.7,NA,11.3,NA,NA,NA
"Central Coast","Pink",2004,59.7,NA,12,NA,NA,NA
"Central Coast","Pink",2005,49.5,NA,12.7,NA,NA,NA
"Central Coast","Pink",2006,-12.6,NA,13.4,NA,NA,NA
"Central Coast","Pink",2007,-20,NA,14.1,NA,NA,NA
"Central Coast","Pink",2008,-18.5,NA,14.8,NA,NA,NA
"Central Coast","Pink",2009,3.9,NA,15.5,NA,NA,NA
"Central Coast","Pink",2010,-2.6,NA,16.2,NA,NA,NA
"Central Coast","Pink",2011,-45.3,NA,17,NA,NA,NA
"Central Coast","Pink",2012,-6.3,NA,17.7,NA,NA,NA
"Central Coast","Pink",2013,66.7,NA,18.5,NA,NA,NA
"Central Coast","Pink",2014,97.8,NA,19.2,NA,NA,NA
"Central Coast","Pink",2015,-19.5,NA,19.9,NA,NA,NA
"Central Coast","Pink",2016,-19.1,NA,20.7,NA,NA,NA
"Central Coast","Pink",2017,22.9,-36,21.5,NA,NA,NA
"Central Coast","Pink",2018,-54.2,-31.1,22.2,NA,NA,NA
"Central Coast","Pink",2019,-69.9,-25.8,23,NA,NA,NA
"Central Coast","Pink",2020,2.3,-20.1,23.8,NA,NA,NA
"Central Coast","Pink",2021,55.9,-13.9,24.5,NA,NA,NA
"Central Coast","Pink",2022,-22.5,-7.3,25.3,NA,NA,NA
"Central Coast","Sockeye",1950,107.6,NA,70.2,NA,NA,NA
"Central Coast","Sockeye",1951,79.7,NA,67.7,NA,NA,NA
"Central Coast","Sockeye",1952,86,NA,65.3,NA,NA,NA
"Central Coast","Sockeye",1953,84.2,NA,62.8,NA,NA,NA
"Central Coast","Sockeye",1954,67.8,NA,60.5,NA,NA,NA
"Central Coast","Sockeye",1955,50,NA,58.1,NA,NA,NA
"Central Coast","Sockeye",1956,41.3,NA,55.8,NA,NA,NA
"Central Coast","Sockeye",1957,18.7,NA,53.5,NA,NA,NA
"Central Coast","Sockeye",1958,5.2,NA,51.2,NA,NA,NA
"Central Coast","Sockeye",1959,12.3,NA,49,NA,NA,NA
"Central Coast","Sockeye",1960,-5.2,NA,46.8,NA,NA,NA
"Central Coast","Sockeye",1961,-11.3,NA,44.7,NA,NA,NA
"Central Coast","Sockeye",1962,3.1,NA,42.6,NA,NA,NA
"Central Coast","Sockeye",1963,35.4,NA,40.5,NA,NA,NA
"Central Coast","Sockeye",1964,39.8,NA,38.4,NA,NA,NA
"Central Coast","Sockeye",1965,39.9,NA,36.4,NA,NA,NA
"Central Coast","Sockeye",1966,51.6,NA,34.4,NA,NA,NA
"Central Coast","Sockeye",1967,40.5,NA,32.4,NA,NA,NA
"Central Coast","Sockeye",1968,29.8,NA,30.5,NA,NA,NA
"Central Coast","Sockeye",1969,5.6,NA,28.6,NA,NA,NA
"Central Coast","Sockeye",1970,10.6,NA,26.7,NA,NA,NA
"Central Coast","Sockeye",1971,6.8,NA,24.8,NA,NA,NA
"Central Coast","Sockeye",1972,-5.4,NA,23,NA,NA,NA
"Central Coast","Sockeye",1973,-0.7,NA,21.2,NA,NA,NA
"Central Coast","Sockeye",1974,18.6,NA,19.4,NA,NA,NA
"Central Coast","Sockeye",1975,38.2,NA,17.6,NA,NA,NA
"Central Coast","Sockeye",1976,32.4,NA,15.9,NA,NA,NA
"Central Coast","Sockeye",1977,46.2,NA,14.2,NA,NA,NA
"Central Coast","Sockeye",1978,19.9,NA,12.5,NA,NA,NA
"Central Coast","Sockeye",1979,2.3,NA,10.9,NA,NA,NA
"Central Coast","Sockeye",1980,-1.3,NA,9.3,NA,NA,NA
"Central Coast","Sockeye",1981,16.1,NA,7.7,NA,NA,NA
"Central Coast","Sockeye",1982,38.9,NA,6.1,NA,NA,NA
"Central Coast","Sockeye",1983,50.9,NA,4.5,NA,NA,NA
"Central Coast","Sockeye",1984,58.2,NA,3,NA,NA,NA
"Central Coast","Sockeye",1985,82.7,NA,1.5,NA,NA,NA
"Central Coast","Sockeye",1986,85.5,NA,0,NA,NA,NA
"Central Coast","Sockeye",1987,75.3,NA,-1.5,NA,NA,NA
"Central Coast","Sockeye",1988,73.8,NA,-2.9,NA,NA,NA
"Central Coast","Sockeye",1989,82.7,NA,-4.3,NA,NA,NA
"Central Coast","Sockeye",1990,61.8,NA,-5.7,NA,NA,NA
"Central Coast","Sockeye",1991,58.7,NA,-7.1,NA,NA,NA
"Central Coast","Sockeye",1992,53.9,NA,-8.5,NA,NA,NA
"Central Coast","Sockeye",1993,49.3,NA,-9.8,NA,NA,NA
"Central Coast","Sockeye",1994,35.9,NA,-11.1,NA,NA,NA
"Central Coast","Sockeye",1995,15.5,NA,-12.5,NA,NA,NA
"Central Coast","Sockeye",1996,-8.3,NA,-13.7,NA,NA,NA
"Central Coast","Sockeye",1997,-20.9,NA,-15,NA,NA,NA
"Central Coast","Sockeye",1998,-34.4,NA,-16.2,NA,NA,NA
"Central Coast","Sockeye",1999,-50.7,NA,-17.5,NA,NA,NA
"Central Coast","Sockeye",2000,-60.5,NA,-18.7,NA,NA,NA
"Central Coast","Sockeye",2001,-66.7,NA,-19.9,NA,NA,NA
"Central Coast","Sockeye",2002,-67.1,NA,-21.1,NA,NA,NA
"Central Coast","Sockeye",2003,-60.8,NA,-22.2,NA,NA,NA
"Central Coast","Sockeye",2004,-53.1,NA,-23.4,NA,NA,NA
"Central Coast","Sockeye",2005,-43.1,NA,-24.5,NA,NA,NA
"Central Coast","Sockeye",2006,-32.9,NA,-25.6,NA,NA,NA
