"region","species","year","spawners","spawners_short_trend","spawners_long_trend","total_return","total_return_short_trend","total_return_long_trend"
"Fraser","Sockeye",1963,12,NA,5.6,-18.1,NA,-0.1
"Fraser","Sockeye",1964,1.7,NA,6.6,-31.5,NA,-0.1
"Fraser","Sockeye",1965,-7.6,NA,7.7,-38,NA,-0.1
"Fraser","Sockeye",1966,-3.7,NA,8.8,-30.9,NA,-0.1
"Fraser","Sockeye",1967,-7.6,NA,9.9,-21.7,NA,-0.2
"Fraser","Sockeye",1968,1.7,NA,11,-10.2,NA,-0.2
"Fraser","Sockeye",1969,5.9,NA,12.1,0,NA,-0.2
"Fraser","Sockeye",1970,6.2,NA,13.2,3,NA,-0.2
"Fraser","Sockeye",1971,-8.1,NA,14.3,7.2,NA,-0.2
"Fraser","Sockeye",1972,-1.4,NA,15.4,13.7,NA,-0.3
"Fraser","Sockeye",1973,2.8,NA,16.6,23.8,NA,-0.3
"Fraser","Sockeye",1974,0.2,NA,17.8,35.1,NA,-0.3
"Fraser","Sockeye",1975,7.1,NA,18.9,12.3,NA,-0.3
"Fraser","Sockeye",1976,6.9,NA,20.1,17,NA,-0.3
"Fraser","Sockeye",1977,5.3,NA,21.3,14.7,NA,-0.3
"Fraser","Sockeye",1978,15.2,NA,22.5,18,NA,-0.4
"Fraser","Sockeye",1979,25.8,NA,23.7,37,NA,-0.4
"Fraser","Sockeye",1980,26.7,NA,25,27.6,NA,-0.4
"Fraser","Sockeye",1981,35.4,NA,26.2,36.8,NA,-0.4
"Fraser","Sockeye",1982,52.3,NA,27.5,50.9,NA,-0.4
"Fraser","Sockeye",1983,38.9,NA,28.7,43.1,NA,-0.4
"Fraser","Sockeye",1984,42.2,NA,30,67.3,NA,-0.5
"Fraser","Sockeye",1985,56.8,NA,31.3,90.8,NA,-0.5
"Fraser","Sockeye",1986,53.7,NA,32.6,99.7,NA,-0.5
"Fraser","Sockeye",1987,81.9,NA,33.9,118.7,NA,-0.5
"Fraser","Sockeye",1988,102.1,NA,35.3,96.8,NA,-0.5
"Fraser","Sockeye",1989,121.8,NA,36.6,112.7,NA,-0.6
"Fraser","Sockeye",1990,150.9,NA,38,127.2,NA,-0.6
"Fraser","Sockeye",1991,188.2,NA,39.3,151.8,NA,-0.6
"Fraser","Sockeye",1992,171.7,NA,40.7,184,NA,-0.6
"Fraser","Sockeye",1993,223.2,NA,42.1,202.8,NA,-0.6
"Fraser","Sockeye",1994,173.1,NA,43.6,185.2,NA,-0.6
"Fraser","Sockeye",1995,132.8,NA,45,118.2,NA,-0.7
"Fraser","Sockeye",1996,170.9,NA,46.4,101.2,NA,-0.7
"Fraser","Sockeye",1997,146.4,NA,47.9,82.9,NA,-0.7
"Fraser","Sockeye",1998,169.3,NA,49.4,62.8,NA,-0.7
"Fraser","Sockeye",1999,173.4,NA,50.8,59.3,NA,-0.7
"Fraser","Sockeye",2000,182.8,NA,52.3,63.9,NA,-0.8
"Fraser","Sockeye",2001,198.4,NA,53.9,33.1,NA,-0.8
"Fraser","Sockeye",2002,267,NA,55.4,45.2,NA,-0.8
"Fraser","Sockeye",2003,272.7,NA,56.9,56,NA,-0.8
"Fraser","Sockeye",2004,156.2,NA,58.5,48.3,NA,-0.8
"Fraser","Sockeye",2005,128.8,NA,60.1,47,NA,-0.8
"Fraser","Sockeye",2006,88.5,NA,61.7,41,NA,-0.9
"Fraser","Sockeye",2007,54.1,NA,63.3,6.4,NA,-0.9
"Fraser","Sockeye",2008,72.1,NA,64.9,-15.1,NA,-0.9
"Fraser","Sockeye",2009,30.3,NA,66.5,-40.6,NA,-0.9
"Fraser","Sockeye",2010,68.8,NA,68.2,-28,NA,-0.9
"Fraser","Sockeye",2011,120.5,182.6,69.9,-3.3,NA,-0.9
"Fraser","Sockeye",2012,127.4,148.7,71.6,1.2,22.8,-1
"Fraser","Sockeye",2013,181,118.9,73.3,28.5,6.6,-1
"Fraser","Sockeye",2014,130,92.7,75,16.2,-7.5,-1
"Fraser","Sockeye",2015,89.5,69.6,76.7,-8,-19.7,-1
"Fraser","Sockeye",2016,61.4,49.3,78.5,-26.6,-30.3,-1
"Fraser","Sockeye",2017,26,31.4,80.3,-45.7,-39.5,-1.1
"Fraser","Sockeye",2018,15.1,15.6,82.1,-52.6,-47.5,-1.1
"Fraser","Sockeye",2019,-18.2,1.8,83.9,-65.2,-54.4,-1.1
"Fraser","Sockeye",2020,-29.1,-10.4,85.7,-71.1,-60.4,-1.1
"Fraser","Sockeye",2021,-15.8,-21.2,87.6,-66.1,-65.6,-1.1
"Fraser","Sockeye",2022,-19,-30.6,89.4,-70.2,-70.2,-1.1
"Fraser","Sockeye",2023,NA,NA,NA,-61.2,-74.1,-1.2
"Fraser","Steelhead",1972,-41.6,NA,32.7,NA,NA,NA
"Fraser","Steelhead",1973,-28.6,NA,31.2,NA,NA,NA
"Fraser","Steelhead",1974,-40.6,NA,29.7,NA,NA,NA
"Fraser","Steelhead",1975,-47.8,NA,28.2,NA,NA,NA
"Fraser","Steelhead",1976,-45.9,NA,26.7,NA,NA,NA
"Fraser","Steelhead",1977,-52.7,NA,25.2,NA,NA,NA
"Fraser","Steelhead",1978,-45.8,NA,23.8,NA,NA,NA
"Fraser","Steelhead",1979,-30.3,NA,22.4,NA,NA,NA
"Fraser","Steelhead",1980,-12.2,NA,21,NA,NA,NA
"Fraser","Steelhead",1981,-1.4,NA,19.6,NA,NA,NA
"Fraser","Steelhead",1982,32.1,NA,18.2,NA,NA,NA
"Fraser","Steelhead",1983,44.3,NA,16.9,NA,NA,NA
"Fraser","Steelhead",1984,42.7,NA,15.5,NA,NA,NA
"Fraser","Steelhead",1985,84.5,NA,14.2,NA,NA,NA
"Fraser","Steelhead",1986,119,NA,12.9,NA,NA,NA
"Fraser","Steelhead",1987,148.6,NA,11.6,NA,NA,NA
"Fraser","Steelhead",1988,142.1,NA,10.3,NA,NA,NA
"Fraser","Steelhead",1989,142.7,NA,9,NA,NA,NA
"Fraser","Steelhead",1990,82.5,NA,7.8,NA,NA,NA
"Fraser","Steelhead",1991,50.9,NA,6.6,NA,NA,NA
"Fraser","Steelhead",1992,23,NA,5.3,NA,NA,NA
"Fraser","Steelhead",1993,26.9,NA,4.1,NA,NA,NA
"Fraser","Steelhead",1994,38.9,NA,2.9,NA,NA,NA
"Fraser","Steelhead",1995,61.6,NA,1.7,NA,NA,NA
"Fraser","Steelhead",1996,59.1,NA,0.6,NA,NA,NA
"Fraser","Steelhead",1997,98.6,NA,-0.6,NA,NA,NA
"Fraser","Steelhead",1998,71.2,NA,-1.7,NA,NA,NA
"Fraser","Steelhead",1999,68,NA,-2.8,NA,NA,NA
"Fraser","Steelhead",2000,54.4,NA,-4,NA,NA,NA
"Fraser","Steelhead",2001,77.3,NA,-5.1,NA,NA,NA
"Fraser","Steelhead",2002,76.4,NA,-6.2,NA,NA,NA
"Fraser","Steelhead",2003,80.5,NA,-7.2,NA,NA,NA
"Fraser","Steelhead",2004,47.8,NA,-8.3,NA,NA,NA
"Fraser","Steelhead",2005,54.9,NA,-9.3,NA,NA,NA
"Fraser","Steelhead",2006,45,NA,-10.4,NA,NA,NA
"Fraser","Steelhead",2007,10.8,20.4,-11.4,NA,NA,NA
"Fraser","Steelhead",2008,-1.7,8.3,-12.4,NA,NA,NA
"Fraser","Steelhead",2009,-4.5,-2.7,-13.4,NA,NA,NA
"Fraser","Steelhead",2010,-27.1,-12.5,-14.4,NA,NA,NA
"Fraser","Steelhead",2011,-39.1,-21.3,-15.4,NA,NA,NA
"Fraser","Steelhead",2012,-37.2,-29.3,-16.4,NA,NA,NA
"Fraser","Steelhead",2013,-35.8,-36.4,-17.3,NA,NA,NA
"Fraser","Steelhead",2014,-25.1,-42.8,-18.3,NA,NA,NA
"Fraser","Steelhead",2015,-16.4,-48.6,-19.2,NA,NA,NA
"Fraser","Steelhead",2016,-25.8,-53.8,-20.2,NA,NA,NA
"Fraser","Steelhead",2017,-40.7,-58.5,-21.1,NA,NA,NA
"Fraser","Steelhead",2018,-59.1,-62.7,-22,NA,NA,NA
"Fraser","Steelhead",2019,-71.7,-66.4,-22.9,NA,NA,NA
"Fraser","Steelhead",2020,-78.8,-69.8,-23.8,NA,NA,NA
"Fraser","Steelhead",2021,-82,-72.9,-24.6,NA,NA,NA
"Columbia","Chinook",2006,61.3,NA,-40.6,NA,NA,NA
"Columbia","Chinook",2007,-26.8,NA,-36.6,NA,NA,NA
"Columbia","Chinook",2008,-29.1,-51.3,-32.3,NA,NA,NA
"Columbia","Chinook",2009,-43.6,-46.1,-27.8,NA,NA,NA
"Columbia","Chinook",2010,-52.5,-40.4,-22.9,NA,NA,NA
"Columbia","Chinook",2011,-56.9,-34.1,-17.7,NA,NA,NA
"Columbia","Chinook",2012,-52.8,-27,-12.2,NA,NA,NA
"Columbia","Chinook",2013,-41.8,-19.2,-6.3,NA,NA,NA
"Columbia","Chinook",2014,-11.1,-10.6,0,NA,NA,NA
"Columbia","Chinook",2015,46.6,-1.1,6.7,NA,NA,NA
"Columbia","Chinook",2016,66.7,9.4,13.9,NA,NA,NA
"Columbia","Chinook",2017,129.2,21.1,21.6,NA,NA,NA
"Columbia","Chinook",2018,73.7,34,29.7,NA,NA,NA
"Columbia","Chinook",2019,36.6,48.3,38.5,NA,NA,NA
"Columbia","Chinook",2020,43.8,64.1,47.8,NA,NA,NA
"Columbia","Chinook",2021,62.2,81.6,57.7,NA,NA,NA
"Columbia","Chinook",2022,36.7,101,68.3,NA,NA,NA
"Columbia","Sockeye",1961,-83.4,NA,-42.4,NA,NA,NA
"Columbia","Sockeye",1962,-78.2,NA,-41.3,NA,NA,NA
"Columbia","Sockeye",1963,-59.8,NA,-40.3,NA,NA,NA
"Columbia","Sockeye",1964,-46.9,NA,-39.2,NA,NA,NA
"Columbia","Sockeye",1965,-18.2,NA,-38.1,NA,NA,NA
"Columbia","Sockeye",1966,56.9,NA,-36.9,NA,NA,NA
"Columbia","Sockeye",1967,58,NA,-35.8,NA,NA,NA
"Columbia","Sockeye",1968,86.9,NA,-34.6,NA,NA,NA
"Columbia","Sockeye",1969,64.4,NA,-33.4,NA,NA,NA
"Columbia","Sockeye",1970,30.6,NA,-32.2,NA,NA,NA
"Columbia","Sockeye",1971,40.5,NA,-31,NA,NA,NA
"Columbia","Sockeye",1972,16.6,NA,-29.7,NA,NA,NA
"Columbia","Sockeye",1973,20.3,NA,-28.4,NA,NA,NA
"Columbia","Sockeye",1974,-15.6,NA,-27.1,NA,NA,NA
"Columbia","Sockeye",1975,-35,NA,-25.8,NA,NA,NA
"Columbia","Sockeye",1976,-39.2,NA,-24.4,NA,NA,NA
"Columbia","Sockeye",1977,-38,NA,-23.1,NA,NA,NA
"Columbia","Sockeye",1978,-43.9,NA,-21.6,NA,NA,NA
"Columbia","Sockeye",1979,-41.6,NA,-20.2,NA,NA,NA
"Columbia","Sockeye",1980,-42.1,NA,-18.8,NA,NA,NA
"Columbia","Sockeye",1981,-38.4,NA,-17.3,NA,NA,NA
"Columbia","Sockeye",1982,-22.8,NA,-15.8,NA,NA,NA
"Columbia","Sockeye",1983,-20.6,NA,-14.2,NA,NA,NA
"Columbia","Sockeye",1984,7.7,NA,-12.7,NA,NA,NA
"Columbia","Sockeye",1985,26.3,NA,-11.1,NA,NA,NA
"Columbia","Sockeye",1986,35.4,NA,-9.5,NA,NA,NA
"Columbia","Sockeye",1987,43.4,NA,-7.8,NA,NA,NA
"Columbia","Sockeye",1988,12.9,NA,-6.1,NA,NA,NA
"Columbia","Sockeye",1989,-2.2,NA,-4.4,NA,NA,NA
"Columbia","Sockeye",1990,-22,NA,-2.7,NA,NA,NA
"Columbia","Sockeye",1991,-23.3,NA,-0.9,NA,NA,NA
"Columbia","Sockeye",1992,-13.7,NA,0.9,NA,NA,NA
"Columbia","Sockeye",1993,-14.6,NA,2.7,NA,NA,NA
"Columbia","Sockeye",1994,-36,NA,4.6,NA,NA,NA
"Columbia","Sockeye",1995,-55.6,NA,6.5,NA,NA,NA
"Columbia","Sockeye",1996,-62.4,NA,8.5,NA,NA,NA
"Columbia","Sockeye",1997,-65.6,NA,10.5,NA,NA,NA
"Columbia","Sockeye",1998,-59.8,NA,12.5,NA,NA,NA
"Columbia","Sockeye",1999,-57.6,NA,14.5,NA,NA,NA
"Columbia","Sockeye",2000,-51.5,NA,16.6,NA,NA,NA
"Columbia","Sockeye",2001,-33.6,NA,18.7,NA,NA,NA
"Columbia","Sockeye",2002,-28.9,NA,20.9,NA,NA,NA
"Columbia","Sockeye",2003,-5.3,NA,23.1,NA,NA,NA
"Columbia","Sockeye",2004,3.4,NA,25.3,NA,NA,NA
"Columbia","Sockeye",2005,-3.7,NA,27.6,NA,NA,NA
"Columbia","Sockeye",2006,38.3,NA,30,NA,NA,NA
"Columbia","Sockeye",2007,29.2,NA,32.3,NA,NA,NA
"Columbia","Sockeye",2008,71,NA,34.7,NA,NA,NA
"Columbia","Sockeye",2009,104.2,NA,37.2,NA,NA,NA
"Columbia","Sockeye",2010,263.8,NA,39.7,NA,NA,NA
"Columbia","Sockeye",2011,463.4,429.8,42.2,NA,NA,NA
"Columbia","Sockeye",2012,422,352,44.8,NA,NA,NA
"Columbia","Sockeye",2013,353.6,285.7,47.5,NA,NA,NA
"Columbia","Sockeye",2014,314.7,229.1,50.2,NA,NA,NA
"Columbia","Sockeye",2015,151.1,180.8,52.9,NA,NA,NA
"Columbia","Sockeye",2016,119.8,139.6,55.7,NA,NA,NA
"Columbia","Sockeye",2017,59.1,104.4,58.5,NA,NA,NA
"Columbia","Sockeye",2018,7.9,74.4,61.4,NA,NA,NA
"Columbia","Sockeye",2019,14.2,48.8,64.4,NA,NA,NA
"Columbia","Sockeye",2020,10.3,27,67.4,NA,NA,NA
"Columbia","Sockeye",2021,23,8.4,70.4,NA,NA,NA
"Columbia","Sockeye",2022,70.1,-7.5,73.5,NA,NA,NA
"Columbia","Steelhead",2006,362,NA,217.6,NA,NA,NA
"Columbia","Steelhead",2007,115,NA,177.2,NA,NA,NA
"Columbia","Steelhead",2008,82.3,NA,142,NA,NA,NA
"Columbia","Steelhead",2009,79.8,117.8,111.2,NA,NA,NA
"Columbia","Steelhead",2010,109.5,89.6,84.4,NA,NA,NA
"Columbia","Steelhead",2011,62.8,65,60.9,NA,NA,NA
"Columbia","Steelhead",2012,42.7,43.6,40.5,NA,NA,NA
"Columbia","Steelhead",2013,27.9,25,22.6,NA,NA,NA
"Columbia","Steelhead",2014,9.5,8.8,7,NA,NA,NA
"Columbia","Steelhead",2015,-1.8,-5.3,-6.6,NA,NA,NA
"Columbia","Steelhead",2016,-18.4,-17.6,-18.4,NA,NA,NA
"Columbia","Steelhead",2017,-24.8,-28.2,-28.8,NA,NA,NA
"Columbia","Steelhead",2018,-37.1,-37.5,-37.9,NA,NA,NA
"Columbia","Steelhead",2019,-32,-45.6,-45.8,NA,NA,NA
"Columbia","Steelhead",2020,-44.2,-52.7,-52.7,NA,NA,NA
"Columbia","Steelhead",2021,-67.5,-58.8,-58.7,NA,NA,NA
"Columbia","Steelhead",2022,-68.2,-64.2,-63.9,NA,NA,NA
"Columbia","Steelhead",2023,-69.7,-68.8,-68.5,NA,NA,NA
